Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Price_per_year,KM_per_year,Brand
BMW X5,xDrive 30d xLine,2019,65000,Diesel,Automatic,2790000.0,7,398571.4285714286,9285.714285714286,BMW
BMW 6 Series,GT,2018,23000,Petrol,Automatic,3400000.0,8,425000.0,2875.0,BMW
Land Rover Range Rover Sport,2.0 Petrol SE,2020,65000,Petrol,Automatic,5700000.0,6,950000.0,10833.333333333334,Land Rover
Jeep Compass,2.0 Limited 4X4,2017,92000,Diesel,Manual,790000.0,9,87777.77777777778,10222.222222222223,Jeep
Mercedes-Benz E-Class,E 200,2024,14000,Petrol,Automatic,6200000.0,2,3100000.0,7000.0,Mercedes-Benz
Toyota Glanza,E,2023,14000,Petrol,Manual,610000.0,3,203333.33333333334,4666.666666666667,Toyota
Mercedes-Benz C-Class,C 200,2024,8738,Petrol,Automatic,4500000.0,2,2250000.0,4369.0,Mercedes-Benz
Skoda Kushaq,1.0 TSI Ambition BSVI,2022,45780,Petrol,Manual,769000.0,4,192250.0,11445.0,Skoda
Hyundai Creta,1.6 VTVT AT SX Plus,2016,59433,Petrol,Automatic,447000.0,10,44700.0,5943.3,Hyundai
Mahindra Bolero Power Plus,SLX,2019,102000,Diesel,Manual,560000.0,7,80000.0,14571.42857142857,Mahindra
Porsche Cayenne,E-Hybrid Platinum Edition,2022,42939,Petrol,Automatic,9900000.0,4,2475000.0,10734.75,Porsche
Mahindra Thar,LX 4WD Hard Top Diesel BSVI,2021,40000,Diesel,Manual,1025000.0,5,205000.0,8000.0,Mahindra
Maruti Suzuki Baleno,Delta,2022,60000,Petrol,Manual,579000.0,4,144750.0,15000.0,Maruti Suzuki
Hyundai i20,1.2 Asta,2018,65884,Petrol,Manual,385000.0,8,48125.0,8235.5,Hyundai
Mercedes-Benz GLE,300d BSVI,2022,47894,Diesel,Automatic,6000000.0,4,1500000.0,11973.5,Mercedes-Benz
Mercedes-Benz GLE,400 4MATIC,2017,89000,Petrol,Automatic,2675000.0,9,297222.22222222225,9888.888888888889,Mercedes-Benz
Jeep Meridian,Limited Opt 4x4 AT,2024,27000,Diesel,Automatic,3095000.0,2,1547500.0,13500.0,Jeep
Tata Tigor,XZ,2018,72006,Petrol,Manual,317000.0,8,39625.0,9000.75,Tata
Mercedes-Benz GLE,300d 4Matic AMG Line,2026,3978,Diesel,Automatic,9300000.0,0,inf,inf,Mercedes-Benz
Ford Ecosport,1.5 Ti VCT AT Titanium,2017,72666,Petrol,Automatic,449000.0,9,49888.88888888889,8074.0,Ford
Toyota Fortuner,2.8 2WD AT BSIV,2018,99000,Diesel,Automatic,2275000.0,8,284375.0,12375.0,Toyota
Maruti Suzuki Celerio,ZXI AT Optional,2016,54000,Petrol,Automatic,325000.0,10,32500.0,5400.0,Maruti Suzuki
Mercedes-Benz C-Class,Progressive C 220d,2022,57458,Diesel,Automatic,3600000.0,4,900000.0,14364.5,Mercedes-Benz
Jeep Compass,1.4 Limited Opt DCT BSVI,2021,29000,Petrol,Automatic,1449000.0,5,289800.0,5800.0,Jeep
Maruti Suzuki Baleno,1.2 CVT Zeta,2016,72542,Petrol,Automatic,345000.0,10,34500.0,7254.2,Maruti Suzuki
MG Astor,Savvy Turbo AT BSVI,2023,17000,Petrol,Automatic,1145000.0,3,381666.6666666667,5666.666666666667,MG
Mercedes-Benz S-Class,S 350d BSVI,2022,18699,Diesel,Automatic,9600000.0,4,2400000.0,4674.75,Mercedes-Benz
Maruti Suzuki Ciaz,AT ZXi Plus,2016,62000,Petrol,Automatic,425000.0,10,42500.0,6200.0,Maruti Suzuki
Maruti Suzuki Baleno,1.2 CVT Zeta,2018,68000,Petrol,Automatic,445000.0,8,55625.0,8500.0,Maruti Suzuki
Maruti Suzuki Vitara Brezza,LXI,2022,25000,Petrol,Manual,685000.0,4,171250.0,6250.0,Maruti Suzuki
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2023,32000,Petrol,Automatic,5650000.0,3,1883333.3333333333,10666.666666666666,Mercedes-Benz
Kia Seltos,GTX Plus DCT,2019,55000,Petrol,Automatic,880000.0000000001,7,125714.28571428572,7857.142857142857,Kia
Tata Harrier,XT plus 2020-2022,2021,55000,Diesel,Manual,1175000.0,5,235000.0,11000.0,Tata
Audi Q3,35 TDI Quattro Premium Plus,2016,75000,Diesel,Automatic,899000.0,10,89900.0,7500.0,Audi
Hyundai Venue,SX Plus Turbo DCT,2021,44800,Petrol,Automatic,750000.0,5,150000.0,8960.0,Hyundai
Mercedes-Benz S-Class,S 450,2019,62000,Petrol,Automatic,4700000.0,7,671428.5714285715,8857.142857142857,Mercedes-Benz
Honda City,i-VTEC CVT V,2017,75238,Petrol,Automatic,448000.00000000006,9,49777.77777777778,8359.777777777777,Honda
Honda Amaze 2nd Gen,S,2016,76389,Petrol,Manual,325000.0,10,32500.0,7638.9,Honda
BMW X1,sDrive18i M Sport,2025,3000,Petrol,Automatic,4990000.0,1,4990000.0,3000.0,BMW
Toyota Innova Crysta,2.7 ZX 7 STR AT,2022,29260,Petrol,Automatic,1886000.0,4,471500.0,7315.0,Toyota
Nissan Terrano,XL,2016,67000,Petrol,Manual,370000.0,10,37000.0,6700.0,Nissan
BMW i5,M60 xDrive,2024,12863,Electric,Automatic,8000000.0,2,4000000.0,6431.5,BMW
Jeep Compass,2.0 Longitude Option BSIV,2018,85000,Diesel,Manual,750000.0,8,93750.0,10625.0,Jeep
Volvo XC60,D4 Momentum,2017,75000,Diesel,Automatic,1150000.0,9,127777.77777777778,8333.333333333334,Volvo
Mahindra XUV500,AT W10 FWD,2017,66000,Diesel,Automatic,675000.0,9,75000.0,7333.333333333333,Mahindra
BMW 6 Series,GT 630i M Sport BSVI,2023,18400,Petrol,Automatic,5700000.0,3,1900000.0,6133.333333333333,BMW
Honda Jazz,1.2 V AT i VTEC,2015,72000,Petrol,Automatic,325000.0,11,29545.454545454544,6545.454545454545,Honda
Toyota Fortuner,4X2 Diesel BSVI,2021,82000,Diesel,Manual,2950000.0,5,590000.0,16400.0,Toyota
Hyundai i20,Petrol Asta,2019,62000,Petrol,Manual,550000.0,7,78571.42857142857,8857.142857142857,Hyundai
BMW 5 Series,530i M Sport,2021,33000,Petrol,Automatic,4300000.0,5,860000.0,6600.0,BMW
Mercedes-Benz GLC,Progressive 300,2017,18000,Petrol,Automatic,2500000.0,9,277777.77777777775,2000.0,Mercedes-Benz
Hyundai Grand i10 Nios,Sportz CNG,2022,46000,CNG,Manual,570000.0,4,142500.0,11500.0,Hyundai
Maruti Suzuki Grand Vitara,Alpha,2024,32000,Petrol,Manual,1350000.0,2,675000.0,16000.0,Maruti Suzuki
BMW 3 Series Long Wheelbase,320Ld M Sport,2025,12942,Diesel,Automatic,5000000.0,1,5000000.0,12942.0,BMW
BMW 6 Series,GT,2018,58000,Petrol,Automatic,2600000.0,8,325000.0,7250.0,BMW
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2018,69600,Petrol,Manual,378000.0,8,47250.0,8700.0,Hyundai
Mercedes-Benz S-Class,S450 4Matic BSVI,2022,20000,Petrol,Automatic,11000000.0,4,2750000.0,5000.0,Mercedes-Benz
BMW i7,eDrive50 M Sport,2025,2621,Electric,Automatic,14500000.0,1,14500000.0,2621.0,BMW
Maruti Suzuki Ciaz,1.4 Sigma,2017,54982,Petrol,Manual,355000.0,9,39444.444444444445,6109.111111111111,Maruti Suzuki
Toyota Fortuner,4X2 Diesel AT,2024,90000,Diesel,Automatic,3600000.0,2,1800000.0,45000.0,Toyota
Kia Sonet,HTX Diesel BSVI,2021,99945,Diesel,Manual,624000.0,5,124800.0,19989.0,Kia
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,13800,Petrol,Automatic,5000000.0,4,1250000.0,3450.0,Mercedes-Benz
Mercedes-Benz GLC,220d,2025,6000,Diesel,Automatic,6790000.000000001,1,6790000.000000001,6000.0,Mercedes-Benz
Ford Ecosport,1.5 Diesel Titanium BSIV,2020,78000,Diesel,Manual,695000.0,6,115833.33333333333,13000.0,Ford
Mahindra XUV500,AT W10 FWD,2017,100000,Diesel,Automatic,599000.0,9,66555.55555555556,11111.111111111111,Mahindra
BMW 6 Series,GT 630i M Sport,2024,20582,Petrol,Automatic,6000000.0,2,3000000.0,10291.0,BMW
Honda City,i-VTEC CVT V,2019,100671,Petrol,Automatic,554000.0,7,79142.85714285714,14381.57142857143,Honda
Mahindra XUV700,AX5 5Str,2024,13000,Petrol,Manual,1399000.0,2,699500.0,6500.0,Mahindra
Maruti Suzuki Swift,VXI 2018,2018,52000,Petrol,Manual,470000.0,8,58750.0,6500.0,Maruti Suzuki
BMW 3 Series Long Wheelbase,330Li M Sport First Edition,2023,14000,Petrol,Automatic,4200000.0,3,1400000.0,4666.666666666667,BMW
Hyundai Verna,SX Plus iVT,2025,36000,Petrol,Automatic,1425000.0,1,1425000.0,36000.0,Hyundai
Hyundai Verna,SX IVT,2025,36000,Petrol,Automatic,1425000.0,1,1425000.0,36000.0,Hyundai
Maruti Suzuki Ertiga,VXi CNG,2023,43000,CNG,Manual,950000.0,3,316666.6666666667,14333.333333333334,Maruti Suzuki
BMW X3,xDrive30i M Sport,2022,34768,Petrol,Automatic,4500000.0,4,1125000.0,8692.0,BMW
Tata Sierra,Accomplished,2026,100,Petrol,Manual,1798999.9999999998,0,inf,inf,Tata
Hyundai Verna,1.6 VTVT SX,2015,70000,Petrol,Manual,330000.0,11,30000.0,6363.636363636364,Hyundai
Mahindra Scorpio N,Z8 Diesel AT BSVI,2023,25950,Diesel,Automatic,1950000.0,3,650000.0,8650.0,Mahindra
BMW X3,xDrive 20 M Sport,2025,7217,Petrol,Automatic,6900000.0,1,6900000.0,7217.0,BMW
Toyota Camry,2.5 Hybrid,2024,23000,Petrol,Automatic,3400000.0,2,1700000.0,11500.0,Toyota
Maruti Suzuki Swift,LXI BSVI,2021,29000,Petrol,Manual,500000.0,5,100000.0,5800.0,Maruti Suzuki
Hyundai Exter,SX Opt AMT,2024,28000,Petrol,Automatic,775000.0,2,387500.0,14000.0,Hyundai
Mercedes-Benz GLC,300,2026,19174,Petrol,Automatic,6500000.0,0,inf,inf,Mercedes-Benz
Maruti Suzuki Wagon R,LXI CNG,2015,71000,CNG,Manual,210000.0,11,19090.909090909092,6454.545454545455,Maruti Suzuki
Tata Tiago,1.2 Revotron XTA,2019,59000,Petrol,Automatic,399000.0,7,57000.0,8428.57142857143,Tata
Maruti Suzuki Ignis,1.2 AMT Delta BSIV,2018,85000,Petrol,Automatic,398000.0,8,49750.0,10625.0,Maruti Suzuki
BMW 5 Series,530i M Sport BSVI,2022,41814,Petrol,Automatic,4750000.0,4,1187500.0,10453.5,BMW
Maruti Suzuki Vitara Brezza,LDi Option,2017,64000,Diesel,Manual,390000.0,9,43333.333333333336,7111.111111111111,Maruti Suzuki
Maruti Suzuki Celerio,VXI CNG BSVI,2022,40000,CNG,Manual,465000.00000000006,4,116250.00000000001,10000.0,Maruti Suzuki
Mahindra Scorpio N,Z8L 6 Str BSVI,2022,42000,Petrol,Manual,1568000.0,4,392000.0,10500.0,Mahindra
Land Rover Range Rover Evoque,2.0 R-Dynamic SE diesel 2020-2021,2021,40094,Diesel,Automatic,4200000.0,5,840000.0,8018.8,Land Rover
Maruti Suzuki Swift,VXi Opt,2025,9500,Petrol,Manual,700000.0,1,700000.0,9500.0,Maruti Suzuki
Maruti Suzuki Swift,LXI,2023,15000,Petrol,Manual,530000.0,3,176666.66666666666,5000.0,Maruti Suzuki
Maruti Suzuki Brezza,VXi BSVI,2022,43000,Petrol,Manual,750000.0,4,187500.0,10750.0,Maruti Suzuki
Toyota Camry,Hybrid,2016,96585,Petrol,Automatic,1050000.0,10,105000.0,9658.5,Toyota
Honda City,ZX MT,2023,8587,Petrol,Manual,1052000.0,3,350666.6666666667,2862.3333333333335,Honda
Mahindra Thar,LX Hard Top AT RWD,2024,20000,Petrol,Automatic,1249000.0,2,624500.0,10000.0,Mahindra
Hyundai Elantra,VTVT SX Option AT,2020,64000,Petrol,Automatic,1075000.0,6,179166.66666666666,10666.666666666666,Hyundai
Maruti Suzuki Baleno,Sigma,2021,69000,Petrol,Manual,485000.0,5,97000.0,13800.0,Maruti Suzuki
Kia Syros,HTK Opt Diesel,2025,6000,Diesel,Manual,1080000.0,1,1080000.0,6000.0,Kia
Mercedes-Benz E-Class,E 200 CGI,2016,53000,Petrol,Automatic,1645000.0,10,164500.0,5300.0,Mercedes-Benz
Honda Amaze,S i-VTEC,2017,32000,Petrol,Manual,375000.0,9,41666.666666666664,3555.5555555555557,Honda
Mercedes-Benz CLE Cabriolet,300 4Matic AMG Line,2026,428,Petrol,Automatic,11000000.0,0,inf,inf,Mercedes-Benz
Maruti Suzuki Victoris,VXI CNG,2025,2500,CNG,Manual,1395000.0,1,1395000.0,2500.0,Maruti Suzuki
Mercedes-Benz CLA,200 CGI Sport,2016,34000,Petrol,Automatic,1650000.0,10,165000.0,3400.0,Mercedes-Benz
Honda City,ZX MT,2023,9698,Petrol,Manual,1052000.0,3,350666.6666666667,3232.6666666666665,Honda
Audi A3 cabriolet,1.4 TFSI,2020,42174,Petrol,Automatic,5000000.0,6,833333.3333333334,7029.0,Audi
Kia Carens,Luxury Turbo 2022-2023,2022,42000,Petrol,Manual,1135000.0,4,283750.0,10500.0,Kia
Maruti Suzuki Brezza,Vxi,2023,57000,Petrol,Manual,875000.0,3,291666.6666666667,19000.0,Maruti Suzuki
Maruti Suzuki Brezza,Zxi Plus AT BSVI,2022,35000,Petrol,Automatic,985000.0,4,246250.0,8750.0,Maruti Suzuki
Tata Punch,Adventure BSVI,2023,27418,Petrol,Manual,501000.0,3,167000.0,9139.333333333334,Tata
Maruti Suzuki Wagon R,VXI BS IV,2015,72000,Petrol,Manual,245000.00000000003,11,22272.727272727276,6545.454545454545,Maruti Suzuki
Honda Jazz,1.2 V i VTEC,2015,78000,Petrol,Manual,275000.0,11,25000.0,7090.909090909091,Honda
Maruti Suzuki Celerio,ZXI AMT,2018,39619,Petrol,Automatic,379000.0,8,47375.0,4952.375,Maruti Suzuki
Toyota Fortuner Legender,4x4 AT BSVI,2022,75000,Diesel,Automatic,3750000.0,4,937500.0,18750.0,Toyota
Toyota Innova Hycross,ZX Hybrid,2024,23000,Petrol,Automatic,3050000.0,2,1525000.0,11500.0,Toyota
BMW X5,xDrive 30d xLine,2021,52000,Diesel,Automatic,4975000.0,5,995000.0,10400.0,BMW
Maruti Suzuki Baleno,Zeta,2021,68462,Petrol,Manual,499000.0,5,99800.0,13692.4,Maruti Suzuki
Honda Amaze,VX Petrol,2023,22433,Petrol,Manual,687000.0,3,229000.0,7477.666666666667,Honda
Toyota Innova Crysta,2.4 G 7 STR,2021,55000,Diesel,Manual,1275000.0,5,255000.0,11000.0,Toyota
Honda City,S,2013,95846,Petrol,Manual,225000.0,13,17307.69230769231,7372.7692307692305,Honda
Skoda Slavia,1.5 TSI Style DSG,2024,14000,Petrol,Automatic,1500000.0,2,750000.0,7000.0,Skoda
Skoda Superb,Laurin & klement BSVI,2022,36000,Petrol,Automatic,2000000.0,4,500000.0,9000.0,Skoda
Honda Amaze,S i-VTEC,2018,61000,Petrol,Manual,424000.0,8,53000.0,7625.0,Honda
Maruti Suzuki Baleno,1.2 CVT Zeta,2017,84157,Petrol,Automatic,379000.0,9,42111.11111111111,9350.777777777777,Maruti Suzuki
Honda City,ZX MT,2022,39153,Petrol,Manual,1133000.0,4,283250.0,9788.25,Honda
Mahindra XUV500,W9 AT BSIV,2018,70000,Diesel,Automatic,750000.0,8,93750.0,8750.0,Mahindra
Volvo S90,D4 Inscription BSIV,2018,119000,Diesel,Automatic,1789999.9999999998,8,223749.99999999997,14875.0,Volvo
Mahindra XUV500,R W10 FWD,2017,80000,Diesel,Manual,640000.0,9,71111.11111111111,8888.888888888889,Mahindra
Toyota Glanza,G CNG BSVI,2023,75000,CNG,Manual,690000.0,3,230000.0,25000.0,Toyota
Maruti Suzuki Baleno,1.2 Delta,2018,60414,Petrol,Manual,380000.0,8,47500.0,7551.75,Maruti Suzuki
Maruti Suzuki Baleno,1.2 Delta,2017,42301,Petrol,Manual,340000.0,9,37777.77777777778,4700.111111111111,Maruti Suzuki
Hyundai Venue,S Plus,2022,32000,Petrol,Manual,585000.0,4,146250.0,8000.0,Hyundai
Honda City,i-VTEC CVT ZX,2017,37519,Petrol,Automatic,598000.0,9,66444.44444444444,4168.777777777777,Honda
Mahindra Thar,LX 4-Str Hard Top AT RWD BSVI,2023,11900,Petrol,Automatic,1350000.0,3,450000.0,3966.6666666666665,Mahindra
Honda City,ZX CVT,2021,53658,Petrol,Automatic,1080000.0,5,216000.0,10731.6,Honda
Toyota Corolla Altis,G AT,2015,87853,Petrol,Automatic,465000.00000000006,11,42272.72727272728,7986.636363636364,Toyota
Jeep Compass,1.4 Model S Opt AT,2023,43000,Petrol,Automatic,1975000.0,3,658333.3333333334,14333.333333333334,Jeep
Toyota Glanza,V CVT,2020,55000,Petrol,Automatic,625000.0,6,104166.66666666667,9166.666666666666,Toyota
Maruti Suzuki Baleno,1.2 Zeta,2019,41108,Petrol,Manual,480000.0,7,68571.42857142857,5872.571428571428,Maruti Suzuki
Maruti Suzuki Baleno,1.2 Zeta,2018,54000,Petrol,Manual,440000.00000000006,8,55000.00000000001,6750.0,Maruti Suzuki
Mahindra Thar,LX Hard Top AT,2024,13000,Petrol,Automatic,1190000.0,2,595000.0,6500.0,Mahindra
Kia Syros,HTX Turbo,2025,16759,Petrol,Manual,1362000.0,1,1362000.0,16759.0,Kia
Hyundai Venue,SX Turbo,2021,76385,Petrol,Manual,576000.0,5,115200.0,15277.0,Hyundai
Maruti Suzuki Baleno,1.2 Alpha,2019,59060,Petrol,Manual,456000.0,7,65142.857142857145,8437.142857142857,Maruti Suzuki
Hyundai Grand i10,Sportz,2014,82749,Petrol,Manual,250000.0,12,20833.333333333332,6895.75,Hyundai
Maruti Suzuki Baleno,1.2 Zeta,2019,50701,Petrol,Manual,466000.0,7,66571.42857142857,7243.0,Maruti Suzuki
Toyota Innova Crysta,2.8 GX AT BSIV,2018,159000,Diesel,Automatic,1350000.0,8,168750.0,19875.0,Toyota
Maruti Suzuki Baleno,Zeta,2021,50000,Petrol,Manual,535000.0,5,107000.0,10000.0,Maruti Suzuki
Maruti Suzuki Baleno,Delta,2020,41134,Petrol,Manual,435000.0,6,72500.0,6855.666666666667,Maruti Suzuki
Skoda Superb,Sportline BSVI,2021,58000,Petrol,Automatic,1995000.0,5,399000.0,11600.0,Skoda
Maruti Suzuki Ciaz,Sigma,2024,7000,Petrol,Manual,856000.0,2,428000.0,3500.0,Maruti Suzuki
Toyota Innova Crysta,2.4 G MT 8S BSIV,2018,297000,Diesel,Manual,1175000.0,8,146875.0,37125.0,Toyota
Land Rover Range Rover Evoque,2.0 S diesel 2020-2021,2021,75000,Diesel,Automatic,3690000.0,5,738000.0,15000.0,Land Rover
Maruti Suzuki Baleno,Delta,2022,16000,Petrol,Manual,525000.0,4,131250.0,4000.0,Maruti Suzuki
Mahindra XUV500,W9 AT BSIV,2018,75000,Diesel,Automatic,750000.0,8,93750.0,9375.0,Mahindra
Mercedes-Benz E-Class,Expression E 200 BSIV,2019,27000,Petrol,Automatic,3000000.0,7,428571.4285714286,3857.1428571428573,Mercedes-Benz
Mahindra Thar,LX Hard Top Diesel RWD,2024,13500,Diesel,Manual,1275000.0,2,637500.0,6750.0,Mahindra
Toyota Glanza,V AMT BSVI,2023,38000,Petrol,Automatic,749000.0,3,249666.66666666666,12666.666666666666,Toyota
Nissan Terrano,XL,2016,65000,Petrol,Manual,360000.0,10,36000.0,6500.0,Nissan
Tata Harrier,XZA Plus Dark Edition AT 2020-2022,2021,45000,Diesel,Automatic,1290000.0,5,258000.0,9000.0,Tata
Mercedes-Benz C-Class,Progressive C 200,2019,27000,Petrol,Automatic,2600000.0,7,371428.5714285714,3857.1428571428573,Mercedes-Benz
Maruti Suzuki Baleno,Alpha Diesel,2017,85567,Diesel,Manual,408000.0,9,45333.333333333336,9507.444444444445,Maruti Suzuki
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2017,66357,Petrol,Automatic,459000.0,9,51000.0,7373.0,Ford
Hyundai Grand i10,Asta Option,2016,33500,Petrol,Manual,299000.0,10,29900.0,3350.0,Hyundai
Kia Sonet,Gravity,2024,24000,Petrol,Manual,875000.0,2,437500.0,12000.0,Kia
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2019,90205,Petrol,Automatic,753000.0,7,107571.42857142857,12886.42857142857,MG
Skoda Superb,LK 1.8 TSI AT,2020,39000,Petrol,Automatic,1748999.9999999998,6,291499.99999999994,6500.0,Skoda
Mercedes-Benz E-Class,Exclusive E 200,2021,14500,Petrol,Automatic,4900000.0,5,980000.0,2900.0,Mercedes-Benz
Mercedes-Benz GLA,200,2024,14750,Petrol,Automatic,4100000.0,2,2050000.0,7375.0,Mercedes-Benz
Maruti Suzuki Ciaz,Alpha BSVI,2020,84080,Petrol,Manual,472000.0,6,78666.66666666667,14013.333333333334,Maruti Suzuki
Hyundai Venue,SX Plus Turbo DCT,2020,29000,Petrol,Automatic,699000.0,6,116500.0,4833.333333333333,Hyundai
Mercedes-Benz GLE,450 BSVI,2022,28000,Petrol,Automatic,8290000.000000001,4,2072500.0000000002,7000.0,Mercedes-Benz
Jeep Compass,1.4 Model S Opt AT,2023,43000,Petrol,Automatic,2125000.0,3,708333.3333333334,14333.333333333334,Jeep
BMW X1,sDrive20i xLine,2022,39000,Petrol,Automatic,2450000.0,4,612500.0,9750.0,BMW
Hyundai Venue,SX Opt Turbo DCT,2023,44066,Petrol,Automatic,964000.0,3,321333.3333333333,14688.666666666666,Hyundai
Hyundai Xcent,1.2 VTVT SX,2017,38127,Petrol,Manual,376000.0,9,41777.77777777778,4236.333333333333,Hyundai
BMW X5,xDrive 30d xLine,2020,45000,Diesel,Automatic,4890000.0,6,815000.0,7500.0,BMW
Maruti Suzuki Swift,VXI BSVI,2021,69000,Petrol,Manual,530000.0,5,106000.0,13800.0,Maruti Suzuki
Toyota Innova Crysta,2.4 VX 7Str,2025,14000,Diesel,Manual,2400000.0,1,2400000.0,14000.0,Toyota
Audi Q3,30 TDI,2017,68000,Diesel,Manual,1099000.0,9,122111.11111111111,7555.555555555556,Audi
Toyota Innova Crysta,2.4 G 7 STR,2022,42000,Diesel,Manual,1750000.0,4,437500.0,10500.0,Toyota
Mercedes-Benz C-Class,Progressive C 200,2019,28000,Petrol,Automatic,2600000.0,7,371428.5714285714,4000.0,Mercedes-Benz
Honda Amaze,S i-VTEC,2015,98113,Petrol,Manual,326000.0,11,29636.363636363636,8919.363636363636,Honda
Kia Carnival,Premium,2020,92000,Diesel,Automatic,1650000.0,6,275000.0,15333.333333333334,Kia
Audi Q5,40 TDI Technology,2019,89000,Diesel,Automatic,2390000.0,7,341428.5714285714,12714.285714285714,Audi
Honda Amaze,VX CVT i-VTEC,2016,72000,Petrol,Automatic,375000.0,10,37500.0,7200.0,Honda
Toyota Innova Crysta,2.4 G 7 STR,2022,39000,Diesel,Manual,1575000.0,4,393750.0,9750.0,Toyota
Maruti Suzuki Ciaz,1.4 AT Zeta,2017,72000,Petrol,Automatic,595000.0,9,66111.11111111111,8000.0,Maruti Suzuki
Hyundai Grand i10,Asta,2014,51039,Petrol,Manual,258000.0,12,21500.0,4253.25,Hyundai
Jaguar XE,2.0L Diesel Prestige,2018,57000,Diesel,Automatic,1750000.0,8,218750.0,7125.0,Jaguar
Hyundai Grand i10 Nios,Sportz CNG,2022,58000,CNG,Manual,575000.0,4,143750.0,14500.0,Hyundai
BMW X1,sDrive18i M Sport,2023,11000,Petrol,Automatic,3900000.0,3,1300000.0,3666.6666666666665,BMW
Maruti Suzuki Baleno,1.2 Sigma,2016,48000,Petrol,Manual,330000.0,10,33000.0,4800.0,Maruti Suzuki
Maruti Suzuki Baleno,Zeta Diesel,2017,31487,Diesel,Manual,424000.0,9,47111.11111111111,3498.5555555555557,Maruti Suzuki
MG Hector,Sharp CVT,2022,15000,Petrol,Automatic,1250000.0,4,312500.0,3750.0,MG
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2023,20000,Petrol,Automatic,1545000.0,3,515000.0,6666.666666666667,MG
Audi A6,2.0 TDI Premium Plus,2020,75000,Diesel,Automatic,2490000.0,6,415000.0,12500.0,Audi
Kia Carnival,Limousine Plus,2023,70000,Diesel,Automatic,2649000.0,3,883000.0,23333.333333333332,Kia
Maruti Suzuki Baleno,1.2 CVT Zeta,2019,54721,Petrol,Automatic,460000.0,7,65714.28571428571,7817.285714285715,Maruti Suzuki
Toyota Innova Crysta,2.4 G 7 STR,2021,65000,Diesel,Manual,1575000.0,5,315000.0,13000.0,Toyota
Mercedes-Benz GLE,250d,2017,62000,Diesel,Automatic,1789999.9999999998,9,198888.88888888888,6888.888888888889,Mercedes-Benz
Land Rover Range Rover Velar,R-Dynamic S Diesel,2023,18000,Diesel,Automatic,7700000.0,3,2566666.6666666665,6000.0,Land Rover
Hyundai Creta,SX Diesel BSVI,2020,58500,Diesel,Manual,1090000.0,6,181666.66666666666,9750.0,Hyundai
Hyundai i20,Asta Option BSIV,2020,90445,Petrol,Manual,499000.0,6,83166.66666666667,15074.166666666666,Hyundai
Hyundai Aura,SX CNG,2023,78017,CNG,Manual,601000.0,3,200333.33333333334,26005.666666666668,Hyundai
Hyundai Venue,HX 8 Turbo DCT,2025,4700,Petrol,Automatic,1335000.0,1,1335000.0,4700.0,Hyundai
Mahindra XUV500,W7 BSIV,2019,72000,Diesel,Manual,775000.0,7,110714.28571428571,10285.714285714286,Mahindra
Maruti Suzuki Celerio,ZXI,2018,125539,Petrol,Manual,317000.0,8,39625.0,15692.375,Maruti Suzuki
Tata Harrier,XT BSIV,2019,44000,Diesel,Manual,875000.0,7,125000.0,6285.714285714285,Tata
Tata Tigor,XZA Plus,2020,73773,Petrol,Automatic,477000.0,6,79500.0,12295.5,Tata
Maruti Suzuki Baleno,Delta AMT BSVI,2023,30000,Petrol,Automatic,644000.0,3,214666.66666666666,10000.0,Maruti Suzuki
Mercedes-Benz AMG E 53,4MATIC Plus,2022,60000,Petrol,Manual,4690000.0,4,1172500.0,15000.0,Mercedes-Benz
Maruti Suzuki Baleno,1.2 Alpha,2016,49803,Petrol,Manual,343000.0,10,34300.0,4980.3,Maruti Suzuki
Hyundai Creta,1.6 VTVT E Plus,2017,63584,Petrol,Manual,488000.0,9,54222.22222222222,7064.888888888889,Hyundai
Hyundai Creta,1.6 VTVT AT SX Plus,2016,65000,Petrol,Automatic,499000.0,10,49900.0,6500.0,Hyundai
Hyundai i20,Sportz IVT BSVI,2021,53000,Petrol,Automatic,635000.0,5,127000.0,10600.0,Hyundai
Hyundai i20,Sportz 1.2,2015,39569,Petrol,Manual,325000.0,11,29545.454545454544,3597.181818181818,Hyundai
Mahindra Thar,LX Hard Top AT,2024,17000,Petrol,Automatic,1325000.0,2,662500.0,8500.0,Mahindra
Ford Ecosport,1.5 DV5 MT Titanium,2014,62000,Diesel,Manual,345000.0,12,28750.0,5166.666666666667,Ford
Maruti Suzuki Grand Vitara,Alpha Plus Hybrid CVT BSVI,2023,90677,Petrol,Automatic,1173000.0,3,391000.0,30225.666666666668,Maruti Suzuki
Honda Jazz,1.2 V i VTEC,2016,82759,Petrol,Manual,266000.0,10,26600.0,8275.9,Honda
Maruti Suzuki Baleno,Alpha Diesel,2016,53083,Diesel,Manual,408000.0,10,40800.0,5308.3,Maruti Suzuki
Audi Q3,35 TDI Quattro Premium,2017,65000,Diesel,Automatic,975000.0,9,108333.33333333333,7222.222222222223,Audi
