Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,"25,000 kms",Petrol,Automatic,₹38.50 Lakh
BMW 3 Series GT,Luxury Line,2016,"28,000 kms",Diesel,Automatic,₹15.49 Lakh
Maruti Suzuki Grand Vitara,Delta AT,2023,"20,000 kms",Petrol,Automatic,₹12.50 Lakh
Audi A4,30 TFSI Premium Plus,2018,"62,000 kms",Petrol,Automatic,₹16.95 Lakh
Honda CR-V,2.4L 2WD AT,2014,"91,000 kms",Petrol,Automatic,₹6.95 Lakh
Jeep Compass,1.4 Limited Plus,2020,"59,000 kms",Petrol,Automatic,₹10.75 Lakh
Nissan Micra Active,XV Petrol,2015,"34,000 kms",Petrol,Manual,₹2 Lakh
Honda City,i VTEC V,2016,"86,737 kms",Petrol,Manual,₹4.05 Lakh
Maruti Suzuki Ciaz,Zeta,2018,"1,03,304 kms",Petrol,Manual,₹4.50 Lakh
Hyundai i20,Asta 1.2,2016,"75,184 kms",Petrol,Manual,₹3.67 Lakh
Skoda Kushaq,1.0L Prestige,2025,"5,200 kms",Petrol,Manual,₹13 Lakh
Hyundai Venue,S BSIV,2019,"26,194 kms",Petrol,Manual,₹5.06 Lakh
Hyundai i20,Sportz IVT BSVI,2021,"54,000 kms",Petrol,Automatic,₹6.35 Lakh
Honda City,i DTEC E,2014,"74,000 kms",Diesel,Manual,₹3.15 Lakh
Tata Nexon,XZA Plus (O) AMT,2022,"50,000 kms",Petrol,Automatic,₹7.20 Lakh
Mercedes-Benz GLE,300d 4Matic,2024,"35,000 kms",Diesel,Automatic,₹85 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,"23,000 kms",Petrol,Automatic,₹34.50 Lakh
Maruti Suzuki Baleno,1.2 Delta,2017,"33,047 kms",Petrol,Manual,₹3.32 Lakh
Maruti Suzuki S-Presso,VXI CNG 2019-2020,2021,"70,000 kms",CNG,Manual,₹4.25 Lakh
Maruti Suzuki Baleno,1.2 Delta,2018,"58,000 kms",Petrol,Manual,₹3.24 Lakh
Kia Seltos,HTX IVT,2024,"13,000 kms",Petrol,Automatic,₹15.40 Lakh
Hyundai i20,1.2 Asta Dual Tone,2021,"43,744 kms",Petrol,Manual,₹6.52 Lakh
Kia Seltos,HTK Plus G,2020,"80,000 kms",Petrol,Manual,₹7.50 Lakh
Hyundai Creta,1.6 VTVT AT SX Plus,2016,"86,100 kms",Petrol,Automatic,₹5.13 Lakh
Kia Seltos,GTX Plus Turbo DCT,2023,"25,000 kms",Petrol,Automatic,₹15.90 Lakh
Toyota Corolla Altis,VL AT,2015,"91,000 kms",Petrol,Automatic,₹6.25 Lakh
Hyundai i10,Magna 1.2 iTech SE,2011,"60,000 kms",Petrol,Manual,₹1 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,"54,000 kms",Petrol,Automatic,₹32 Lakh
Honda City,i-VTEC CVT ZX,2017,"63,000 kms",Petrol,Automatic,₹5.99 Lakh
MG Hector,Sharp CVT,2021,"66,000 kms",Petrol,Automatic,₹11 Lakh
Citroen eC3,Feel,2023,"70,000 kms",Electric,Automatic,₹7.50 Lakh
Land Rover Discovery,HSE 2.0 SD4,2019,"45,000 kms",Petrol,Automatic,₹29.90 Lakh
Mercedes-Benz GLC,200,2020,"46,000 kms",Petrol,Automatic,₹36.75 Lakh
Jeep Compass,1.4 Limited,2017,"68,000 kms",Petrol,Automatic,₹7.25 Lakh
Hyundai i10,Magna 1.2,2009,"1,20,000 kms",Petrol,Manual,₹1 Lakh
Skoda Superb,Sportline BSVI,2021,"60,000 kms",Petrol,Automatic,₹19.95 Lakh
Hyundai Creta,1.6 SX Diesel,2020,"74,000 kms",Diesel,Manual,₹8.75 Lakh
Skoda Kushaq,1.5 TSI Style DSG Anniversary Edition BSVI,2022,"37,856 kms",Petrol,Automatic,₹12.80 Lakh
Volkswagen Vento,Petrol Breeze,2011,"90,000 kms",Petrol,Manual,₹1.60 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2021,"19,000 kms",Petrol,Automatic,₹43.50 Lakh
Hyundai i20,Asta 1.2,2016,"1,12,943 kms",Petrol,Manual,₹3.15 Lakh
Honda Amaze 2nd Gen,E BSVI,2022,"35,000 kms",Petrol,Manual,₹5.50 Lakh
Hyundai i20,Asta 1.2,2015,"41,000 kms",Petrol,Manual,₹3.25 Lakh
Maruti Suzuki Baleno,1.2 CVT Alpha,2017,"54,000 kms",Petrol,Automatic,₹5.25 Lakh
Mercedes-Benz GLA,200 BSVI,2022,"51,000 kms",Petrol,Automatic,₹30.90 Lakh
Hyundai Grand i10 Nios,Sportz,2020,"39,000 kms",Petrol,Manual,₹4.40 Lakh
MG Hector,Sharp Pro CVT 2023-2025,2024,"17,142 kms",Petrol,Automatic,₹16.95 Lakh
Honda City,VX CVT,2022,"24,000 kms",Petrol,Automatic,₹9.80 Lakh
Hyundai i20,Sportz 1.2,2015,"1,04,221 kms",Petrol,Manual,₹3.50 Lakh
Hyundai Creta,1.6 VTVT SX Plus,2016,"27,000 kms",Petrol,Manual,₹5.25 Lakh
Mahindra XUV700,AX7 Diesel AT Luxury Pack BSVI,2022,"60,000 kms",Diesel,Automatic,₹17 Lakh
Maruti Suzuki Ciaz,ZDi SHVS,2017,"78,000 kms",Diesel,Manual,₹4.95 Lakh
Mercedes-Benz C-Class,Progressive C 200,2019,"41,000 kms",Petrol,Automatic,₹29.90 Lakh
Honda City,VX CVT,2022,"12,589 kms",Petrol,Automatic,₹11.50 Lakh
Volkswagen Virtus,Topline AT BSVI,2023,"50,000 kms",Petrol,Automatic,₹13 Lakh
Mercedes-Benz CLA,200 CDI Sport,2019,"17,000 kms",Diesel,Automatic,₹22 Lakh
Honda City,VX CVT,2022,"12,589 kms",Petrol,Automatic,₹11.50 Lakh
Hyundai i20 Active,1.2 S,2016,"60,000 kms",Petrol,Manual,₹3.65 Lakh
Mahindra Thar,LX 4WD Hard Top AT BSVI,2023,"6,000 kms",Petrol,Automatic,₹13.75 Lakh
Ford Ecosport,1.5 Diesel Titanium BSIV,2017,"95,000 kms",Diesel,Manual,₹4.35 Lakh
Ford Ecosport,1.5 Ti VCT MT Trend BSIV,2016,"92,614 kms",Petrol,Manual,₹3.54 Lakh
Honda City,VX CVT,2022,"28,000 kms",Petrol,Automatic,₹9.70 Lakh
Maruti Suzuki Ertiga,VXI CNG,2016,"40,000 kms",CNG,Manual,₹5.10 Lakh
Toyota Fortuner,2.8 4WD AT BSIV,2017,"1,10,000 kms",Diesel,Automatic,₹20.50 Lakh
Mercedes-Benz E-Class,Exclusive E 220 d BSIV,2019,"70,000 kms",Diesel,Automatic,₹25.50 Lakh
Hyundai Venue,S,2022,"19,000 kms",Petrol,Manual,₹7.20 Lakh
Volkswagen Polo,GT TSI,2016,"45,000 kms",Petrol,Automatic,₹5 Lakh
Kia Seltos,HTK G,2022,"37,000 kms",Petrol,Manual,₹8.99 Lakh
Honda WR-V,i-VTEC VX,2017,"50,985 kms",Petrol,Manual,₹3.78 Lakh
Mercedes-Benz E-Class,Exclusive E 200,2023,"63,258 kms",Petrol,Automatic,₹48.50 Lakh
Maruti Suzuki Ertiga,CNG VXI,2022,"40,000 kms",CNG,Manual,₹8.50 Lakh
Hyundai i20,1.2 Magna Executive,2018,"59,000 kms",Petrol,Manual,₹4.45 Lakh
Tata Tiago NRG,Petrol,2019,"72,556 kms",Petrol,Manual,₹3.34 Lakh
Hyundai Creta,1.6 VTVT E Plus,2017,"43,145 kms",Petrol,Manual,₹4.85 Lakh
Maruti Suzuki Wagon R,CNG LXI Opt,2022,"28,000 kms",CNG,Manual,₹4.25 Lakh
Ford Ecosport,1.5 Ti VCT MT Ambiente,2015,"83,000 kms",Petrol,Manual,₹3.25 Lakh
Mercedes-Benz E-Class,E 220d,2024,"28,000 kms",Diesel,Automatic,₹56.95 Lakh
Maruti Suzuki Ciaz,VXi Plus,2015,"75,000 kms",Petrol,Manual,₹3.55 Lakh
Hyundai Santro Xing,GLS,2011,"1,20,000 kms",Petrol,Manual,"₹80,000"
Honda CR-V,2.0L 2WD AT,2018,"93,000 kms",Petrol,Automatic,₹8.50 Lakh
Kia Sonet,GTX Plus Turbo DCT,2023,"20,000 kms",Petrol,Automatic,₹10.85 Lakh
Honda City,VX CVT,2022,"56,000 kms",Petrol,Automatic,₹9.70 Lakh
Maruti Suzuki Swift,ZXI,2013,"34,000 kms",Petrol,Manual,₹2.50 Lakh
Toyota Fortuner,2.8 2WD MT BSIV,2017,"60,000 kms",Diesel,Manual,₹19.50 Lakh
Kia Sonet,1.5 GTX Plus Diesel DT,2022,"54,780 kms",Diesel,Manual,₹7.37 Lakh
Honda City,i VTEC V,2016,"65,000 kms",Petrol,Manual,₹4.70 Lakh
Maruti Suzuki Ertiga,CNG VXI,2022,"40,000 kms",CNG,Manual,₹8.50 Lakh
Hyundai Grand i10 Nios,Magna,2020,"60,000 kms",Petrol,Manual,₹4.75 Lakh
Kia Seltos,GTX,2019,"33,213 kms",Petrol,Manual,₹8.97 Lakh
Kia Sonet,HTX Plus Diesel BSVI,2020,"70,000 kms",Diesel,Manual,₹6.75 Lakh
Tata Tiago EV,XZ Plus Tech LUX LR,2026,"2,050 kms",Electric,Automatic,₹9.80 Lakh
Toyota Fortuner,2.8 2WD MT BSIV,2019,"1,00,000 kms",Diesel,Manual,₹23.75 Lakh
Hyundai Creta,1.6 VTVT AT SX Plus,2017,"56,979 kms",Petrol,Automatic,₹4.70 Lakh
Honda Amaze 2nd Gen,VX,2023,"1,21,161 kms",Petrol,Manual,₹5.89 Lakh
Tata Punch,Pure,2025,"19,200 kms",Petrol,Manual,₹6 Lakh
Hyundai Grand i10,AT Sportz,2019,"90,043 kms",Petrol,Automatic,₹3.60 Lakh
Maruti Suzuki Vitara Brezza,VXI,2022,"55,000 kms",Petrol,Manual,₹6.50 Lakh
Toyota Corolla Altis,Petrol LE,2015,"1,23,032 kms",Petrol,Manual,₹5.12 Lakh
Maruti Suzuki Alto 800,LXi,2011,"40,000 kms",Petrol,Manual,₹1.30 Lakh
Mercedes-Benz GLS,450 4MATIC BSVI,2021,"54,000 kms",Petrol,Automatic,₹78 Lakh
Kia Seltos,HTK Plus G,2019,"30,329 kms",Petrol,Manual,₹6.70 Lakh
Toyota Glanza,E BSVI,2022,"19,000 kms",Petrol,Manual,₹7.25 Lakh
Mini Cooper Convertible,S,2018,"21,000 kms",Petrol,Automatic,₹32.50 Lakh
Kia Seltos,GTX Plus Turbo DCT,2024,"21,000 kms",Petrol,Automatic,₹15.25 Lakh
Toyota Fortuner,2.8 2WD AT BSIV,2017,"1,12,000 kms",Diesel,Automatic,₹20.90 Lakh
Mercedes-Benz AMG A 35,4MATIC BSVI,2023,"38,000 kms",Petrol,Automatic,₹35 Lakh
Toyota Hilux,High AT BSVI,2022,"24,000 kms",Diesel,Automatic,₹27.29 Lakh
Jaguar XE,Portfolio,2019,"34,000 kms",Petrol,Automatic,₹22.50 Lakh
Kia Seltos,GTX Plus DCT,2020,"53,000 kms",Petrol,Automatic,₹11.30 Lakh
BMW X7,xDrive 40i M Sport,2022,"29,000 kms",Petrol,Automatic,₹79.90 Lakh
Volvo XC90,D5 Inscription,2020,"65,000 kms",Diesel,Automatic,₹49 Lakh
Hyundai Creta,S Plus Knight BSVI,2023,"32,000 kms",Petrol,Manual,₹12.25 Lakh
Hyundai i20,Magna Plus,2019,"31,272 kms",Petrol,Manual,₹4.95 Lakh
BMW X7,xDrive 40i M Sport,2021,"75,000 kms",Petrol,Automatic,₹65 Lakh
Audi Q5,40 TDI Premium Plus,2020,"43,000 kms",Diesel,Automatic,₹34 Lakh
Honda City,ZX CVT,2022,"73,000 kms",Petrol,Automatic,₹9.75 Lakh
Mercedes-Benz A-Class Limousine,A 200 BSVI,2023,"30,000 kms",Petrol,Automatic,₹33 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,"65,000 kms",Petrol,Automatic,₹42 Lakh
Volvo XC90,D5 Inscription,2021,"45,000 kms",Diesel,Automatic,₹57 Lakh
Toyota Fortuner,2.8 2WD AT BSIV,2018,"90,000 kms",Diesel,Automatic,₹22 Lakh
Hyundai i20,Asta Opt BSVI,2021,"41,000 kms",Petrol,Manual,₹6.75 Lakh
Ford Ecosport,1.5 Petrol Ambiente BSIV,2018,"71,660 kms",Petrol,Manual,₹3.61 Lakh
Porsche Cayenne Coupe,Platinum Edition BSVI,2022,"39,000 kms",Petrol,Automatic,₹99 Lakh
BMW X3,xDrive30i M Sport,2022,"32,000 kms",Petrol,Automatic,₹46 Lakh
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2019,"68,282 kms",Petrol,Manual,₹3.39 Lakh
Honda City,i VTEC VX,2015,"49,827 kms",Petrol,Manual,₹3.54 Lakh
BMW X5,xDrive 30d xLine,2020,"97,000 kms",Diesel,Automatic,₹43 Lakh
BMW 2 Series Gran Coupe,220i M Sport BSVI,2022,"16,000 kms",Petrol,Automatic,₹32.50 Lakh
Toyota Fortuner,2.8 2WD AT,2020,"90,000 kms",Diesel,Automatic,₹27 Lakh
Hyundai Creta,EX(O) iVT,2025,"11,000 kms",Petrol,Automatic,₹14.50 Lakh
Land Rover Range Rover Sport,SE,2017,"45,000 kms",Diesel,Automatic,₹44.75 Lakh
Hyundai Creta,1.6 VTVT S,2016,"84,000 kms",Petrol,Manual,₹4.79 Lakh
Toyota Corolla Altis,VL AT,2017,"71,000 kms",Petrol,Automatic,₹8.45 Lakh
Skoda Kushaq,1.0 TSI Ambition BSVI,2021,"53,883 kms",Petrol,Manual,₹6.73 Lakh
BMW 5 Series,530i M Sport BSVI,2023,"35,000 kms",Petrol,Automatic,₹47 Lakh
Ford Ecosport,1.5 Ti VCT MT Ambiente,2015,"40,000 kms",Petrol,Manual,₹3.75 Lakh
Toyota Glanza,G,2021,"38,000 kms",Petrol,Manual,₹5.49 Lakh
Hyundai Alcazar,Signature (O) Diesel AT BSVI,2021,"62,000 kms",Diesel,Automatic,₹10.90 Lakh
BMW X3,xDrive20d xLine,2023,"12,000 kms",Diesel,Automatic,₹47 Lakh
Hyundai Creta,1.6 SX Automatic,2018,"75,000 kms",Petrol,Automatic,₹7.95 Lakh
Kia Seltos,GTK,2019,"35,000 kms",Petrol,Manual,₹8.95 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,"54,000 kms",Petrol,Automatic,₹29.90 Lakh
Audi Q3,Technology,2023,"36,000 kms",Petrol,Automatic,₹32 Lakh
Honda Elevate,VX Non RF,2023,"22,382 kms",Petrol,Manual,₹11.43 Lakh
Honda City,i VTEC CVT VX,2016,"75,000 kms",Petrol,Automatic,₹5.25 Lakh
Mahindra Thar,LX Convert Top Diesel,2024,"16,000 kms",Diesel,Manual,₹13.50 Lakh
Jaguar XJ,50 Special Edition,2019,"40,000 kms",Diesel,Automatic,₹39 Lakh
Mercedes-Benz GLA Class,200 CDI,2017,"55,000 kms",Diesel,Automatic,₹10.25 Lakh
Toyota Vellfire,Executive Lounge BSVI,2022,"57,000 kms",Petrol,Automatic,₹82 Lakh
Toyota Rumion,G,2025,"5,500 kms",Petrol,Manual,₹10.25 Lakh
BMW 6 Series,GT 630d M Sport 2018-2021,2020,"66,000 kms",Diesel,Automatic,₹37 Lakh
Hyundai i20,Asta 1.2,2015,"42,907 kms",Petrol,Manual,₹3.50 Lakh
Hyundai i20,Magna 1.2,2016,"75,110 kms",Petrol,Manual,₹3.47 Lakh
Toyota Corolla Altis,1.8 J,2016,"80,169 kms",Petrol,Manual,₹7.56 Lakh
Land Rover Range Rover Sport,2.0 Petrol HSE,2021,"65,000 kms",Petrol,Automatic,₹71 Lakh
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2019,"1,01,720 kms",Petrol,Automatic,₹7.55 Lakh
Hyundai i20,Sportz 1.2,2015,"89,773 kms",Petrol,Manual,₹3.19 Lakh
Honda City,V MT,2021,"84,000 kms",Petrol,Manual,₹7.25 Lakh
Audi S5,3.0 TFSIq Tiptronic,2018,"76,000 kms",Petrol,Automatic,₹38 Lakh
Hyundai Creta,1.6 VTVT SX Plus,2017,"75,000 kms",Petrol,Manual,₹5.90 Lakh
Jeep Compass,2.0 Limited 4X4,2018,"43,000 kms",Diesel,Manual,₹9.50 Lakh
Hyundai i20,Asta 1.2,2015,"69,413 kms",Petrol,Manual,₹3.41 Lakh
Jaguar XJ,2.0L Portfolio,2017,"70,000 kms",Petrol,Automatic,₹31 Lakh
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2022,"31,660 kms",Petrol,Manual,₹5.70 Lakh
Skoda Kushaq,1.0 TSI Ambition AT BSVI,2021,"40,000 kms",Petrol,Automatic,₹8.75 Lakh
Tata Tigor,XZ Plus,2019,"57,000 kms",Petrol,Manual,₹3.90 Lakh
Jaguar F-Pace,Prestige 2.0 Petrol,2019,"56,000 kms",Petrol,Automatic,₹36 Lakh
Hyundai Creta,SX Tech iVT,2024,"23,000 kms",Petrol,Automatic,₹15.95 Lakh
Hyundai Creta,1.6 VTVT SX Plus,2015,"55,190 kms",Petrol,Manual,₹5.44 Lakh
Mercedes-Benz C-Class,Progressive C 200,2019,"47,000 kms",Petrol,Automatic,₹24.99 Lakh
Audi TT,40 TFSI,2016,"66,000 kms",Petrol,Automatic,₹44 Lakh
Honda City,i-VTEC V,2018,"72,000 kms",Petrol,Manual,₹5.75 Lakh
Honda City,i-VTEC VX,2019,"65,341 kms",Petrol,Manual,₹5.79 Lakh
Kia Seltos,GTX Plus,2019,"50,855 kms",Petrol,Manual,₹9.13 Lakh
Jaguar XF,2.0 Diesel Prestige,2019,"33,000 kms",Diesel,Automatic,₹27 Lakh
Hyundai Venue,S Turbo DCT BSIV,2019,"60,000 kms",Petrol,Automatic,₹6.25 Lakh
Honda City,V MT,2021,"27,000 kms",Petrol,Manual,₹7.49 Lakh
Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,2019,"66,000 kms",Petrol,Automatic,₹5.85 Lakh
Audi Q3,30 TFSI Premium FWD,2019,"41,000 kms",Petrol,Automatic,₹17 Lakh
Honda City,V MT,2022,"68,000 kms",Petrol,Manual,₹7.70 Lakh
Tata Harrier,XT Plus,2023,"55,023 kms",Diesel,Manual,₹13.75 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSIV,2019,"54,000 kms",Petrol,Automatic,₹29.90 Lakh
Hyundai Creta,1.6 VTVT SX Plus,2018,"89,000 kms",Petrol,Manual,₹7.50 Lakh
Jeep Compass,1.4 Sport DCT BSVI,2022,"43,355 kms",Petrol,Automatic,₹11.98 Lakh
Hyundai Grand i10 Nios,Magna,2023,"48,000 kms",Petrol,Manual,₹5.25 Lakh
Kia Carens,Prestige Plus DCT BSVI,2023,"43,000 kms",Petrol,Automatic,₹11.85 Lakh
BMW X1,sDrive 20d xLine,2017,"82,000 kms",Diesel,Automatic,₹16 Lakh
BMW X1,sDrive18d M Sport,2023,"70,000 kms",Diesel,Automatic,₹36.90 Lakh
Hyundai Creta,1.6 VTVT E Plus,2019,"70,000 kms",Petrol,Manual,₹6.50 Lakh
Maruti Suzuki Ciaz,1.4 Alpha,2020,"48,787 kms",Petrol,Manual,₹6.68 Lakh
Ford Ecosport,1.5 Ti VCT AT Titanium BE BSIV,2016,"78,000 kms",Petrol,Automatic,₹4.05 Lakh
Hyundai Venue,S BSVI,2022,"68,000 kms",Petrol,Manual,₹6.25 Lakh
Kia Seltos,HTK Diesel,2022,"46,681 kms",Diesel,Manual,₹8.93 Lakh
Maruti Suzuki Celerio,VXI MT BSIV,2018,"40,000 kms",Petrol,Manual,₹3.25 Lakh
Mercedes-Benz C-Class,Progressive C 200,2020,"58,000 kms",Petrol,Automatic,₹29.50 Lakh
Honda City,V CVT,2021,"39,000 kms",Petrol,Automatic,₹9.25 Lakh
Honda City,V CVT,2022,"47,000 kms",Petrol,Automatic,₹8.85 Lakh
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,"30,600 kms",Petrol,Automatic,₹52 Lakh
Ford Ecosport,1.5 Petrol Titanium BSIV,2019,"63,000 kms",Petrol,Manual,₹5.50 Lakh
Renault KWID,1.0 RXT,2017,"44,000 kms",Petrol,Manual,₹3.15 Lakh
Maruti Suzuki Baleno,Alpha Diesel,2015,"65,902 kms",Diesel,Manual,₹3.72 Lakh
Mercedes-Benz GLE,350d,2016,"1,05,000 kms",Diesel,Automatic,₹16.90 Lakh
Hyundai Grand i10,Asta,2016,"50,000 kms",Petrol,Manual,₹3.95 Lakh
Toyota Fortuner,4X2 Diesel AT,2023,"32,000 kms",Diesel,Automatic,₹37.25 Lakh
Tata Harrier,XZA Plus AT BSVI,2020,"89,000 kms",Diesel,Automatic,₹10.75 Lakh
Hyundai Creta,1.6 SX Automatic,2019,"65,000 kms",Petrol,Automatic,₹8.50 Lakh
Maruti Suzuki Wagon R,LXI CNG,2018,"85,000 kms",CNG,Manual,₹3.25 Lakh
Hyundai Creta,1.6 VTVT AT SX Plus,2017,"57,000 kms",Petrol,Automatic,₹6 Lakh
Kia Sonet,HTX Turbo DCT,2024,"51,000 kms",Petrol,Automatic,₹9.75 Lakh
Maruti Suzuki Baleno,1.2 Delta,2019,"60,843 kms",Petrol,Manual,₹4.18 Lakh
Mercedes-Benz C-Class,Prime C 200,2021,"35,000 kms",Petrol,Automatic,₹30 Lakh
Honda Elevate,VX Non RF,2024,"43,025 kms",Petrol,Manual,₹11.25 Lakh
Mercedes-Benz E-Class,E 220D,2017,"64,000 kms",Diesel,Automatic,₹19.50 Lakh
Honda City,i VTEC CVT VX,2014,"66,000 kms",Petrol,Automatic,₹4.85 Lakh
BMW X5,xDrive40i M Sport,2025,"3,176 kms",Petrol,Automatic,₹99 Lakh
BMW X3,xDrive30i SportX,2021,"43,000 kms",Petrol,Automatic,₹39.50 Lakh
Maruti Suzuki Celerio,VXI AMT,2018,"39,910 kms",Petrol,Automatic,₹3.42 Lakh
Skoda Superb,Style 1.8 TSI MT,2018,"75,000 kms",Petrol,Manual,₹15.95 Lakh
Mercedes-Benz AMG GLC 43,4Matic,2026,431 kms,Petrol,Automatic,₹88 Lakh
Ford Ecosport,1.5 Petrol Titanium BSIV,2019,"93,101 kms",Petrol,Manual,₹4.14 Lakh
Hyundai Creta,EX BSVI,2022,"15,129 kms",Petrol,Manual,₹8.29 Lakh
Toyota Innova Crysta,2.7 VX 7 STR,2022,"44,000 kms",Petrol,Manual,₹17.25 Lakh
Mercedes-Benz GLE,450 4Matic,2025,"14,706 kms",Petrol,Automatic,₹99 Lakh
Maruti Suzuki Baleno,1.2 Delta,2018,"1,13,446 kms",Petrol,Manual,₹3.21 Lakh
Toyota Innova Crysta,2.4 ZX 7 STR,2021,"89,000 kms",Diesel,Manual,₹20.25 Lakh
Maruti Suzuki Vitara Brezza,LXI,2022,"34,000 kms",Petrol,Manual,₹6.90 Lakh
BMW 6 Series,GT 630i M Sport BSVI,2023,"10,000 kms",Petrol,Automatic,₹57 Lakh
Jeep Compass,1.4 Sport Plus BSIV,2019,"63,000 kms",Petrol,Manual,₹6.78 Lakh
Mercedes-Benz GLE,43 AMG Coupe,2020,"20,000 kms",Petrol,Automatic,₹66.75 Lakh
Hyundai Venue,SX Plus Turbo DCT,2020,"43,052 kms",Petrol,Automatic,₹7.75 Lakh
Mercedes-Benz GLA,200,2026,"3,750 kms",Petrol,Automatic,₹45 Lakh
Lexus NX,350h Luxury,2024,"8,000 kms",Petrol,Automatic,₹66.50 Lakh
Audi A6,35 TFSI Matrix,2019,"53,000 kms",Petrol,Automatic,₹22.90 Lakh
Toyota Urban cruiser,High,2022,"59,000 kms",Petrol,Manual,₹6.99 Lakh
BMW X1,sDrive18i M Sport,2024,"9,813 kms",Petrol,Automatic,₹42 Lakh
Maruti Suzuki XL6,Zeta,2021,"65,000 kms",Petrol,Manual,₹7.50 Lakh
Tata Zest,Revotron 1.2T XE,2020,"66,000 kms",Petrol,Manual,₹3.25 Lakh
Tata Tigor,XZ Plus BSVI,2022,"62,000 kms",Petrol,Manual,₹6.75 Lakh
Audi Q8,55 TFSI Quattro BSVI,2023,"28,010 kms",Petrol,Automatic,₹72 Lakh
Maruti Suzuki Baleno,1.2 Delta,2018,"65,002 kms",Petrol,Manual,₹3.33 Lakh
Maruti Suzuki Baleno,1.2 Delta,2018,"41,258 kms",Petrol,Manual,₹4 Lakh
Honda Elevate,SV Non RF,2023,"17,000 kms",Petrol,Manual,₹9.80 Lakh
Volvo XC60,B5 Inscripition,2022,"33,254 kms",Petrol,Automatic,₹41 Lakh
Honda Jazz,V CVT,2018,"46,000 kms",Petrol,Automatic,₹5.25 Lakh
Honda CR-V,2.0L 2WD AT,2018,"1,37,000 kms",Petrol,Automatic,₹8.90 Lakh
Honda CR-V,2.0L 2WD AT,2016,"55,000 kms",Petrol,Automatic,₹9.90 Lakh
Mercedes-Benz GLC,300,2025,"3,080 kms",Petrol,Automatic,₹68 Lakh
Mercedes-Benz GLE,300d BSVI,2021,"69,000 kms",Diesel,Automatic,₹48 Lakh
Kia Sonet,GTX Plus Turbo iMT BSVI,2021,"54,000 kms",Petrol,Manual,₹8.75 Lakh
Honda WR-V,VX,2018,"1,20,118 kms",Petrol,Manual,₹4.13 Lakh
BMW X7,xDrive 40i M Sport,2023,"39,387 kms",Petrol,Automatic,₹92 Lakh
Maruti Suzuki Baleno,1.2 Alpha,2018,"57,000 kms",Petrol,Manual,₹4.35 Lakh
Hyundai Venue,SX Plus Turbo DCT BSIV,2019,"68,000 kms",Petrol,Automatic,₹6.85 Lakh
Kia Seltos,GTK,2019,"31,000 kms",Petrol,Manual,₹10.50 Lakh
Mercedes-Benz EQS,580 4Matic,2026,528 kms,Electric,Automatic,₹1.28 Crore
Hyundai Grand i10 Nios,Sportz CNG,2022,"48,000 kms",CNG,Manual,₹5.75 Lakh
Honda City,ZX CVT,2022,"20,000 kms",Petrol,Automatic,₹11.75 Lakh
Tata Harrier,XTA Plus AT BSVI,2022,"37,035 kms",Diesel,Automatic,₹13.75 Lakh
BMW i7,eDrive50 M Sport,2025,"14,128 kms",Electric,Automatic,₹1.45 Crore
Hyundai Creta,1.6 SX Automatic,2019,"74,000 kms",Petrol,Automatic,₹8 Lakh
Maruti Suzuki Baleno,1.2 Delta,2017,"30,000 kms",Petrol,Manual,₹3.65 Lakh
Maruti Suzuki Baleno,1.2 Delta,2017,"60,000 kms",Petrol,Manual,₹3.90 Lakh
BMW 3 Series Long Wheelbase,330Li M Sport GL BSVI,2023,"29,159 kms",Petrol,Automatic,₹45 Lakh
Mercedes-Benz GLA Class,200 Sport,2017,"47,000 kms",Petrol,Automatic,₹16 Lakh
Mercedes-Benz GLS,450 4matic,2025,"13,500 kms",Petrol,Automatic,₹1.34 Crore
Maruti Suzuki Celerio,ZXI,2016,"58,948 kms",Petrol,Manual,₹3.28 Lakh
BMW 3 Series,M340i xDrive,2024,"18,537 kms",Petrol,Automatic,₹67 Lakh
Hyundai Creta,1.6 VTVT E Plus,2016,"55,000 kms",Petrol,Manual,₹4.99 Lakh
Kia Seltos,HTK Plus,2023,"37,000 kms",Petrol,Manual,₹12.25 Lakh
Maruti Suzuki Grand Vitara,Delta CNG 2 Airbag,2023,"60,000 kms",CNG,Manual,₹11.50 Lakh
BMW 3 Series Long Wheelbase,330Li M Sport GL,2025,"11,000 kms",Petrol,Automatic,₹55 Lakh
Audi Q2,Technology,2021,"75,000 kms",Petrol,Automatic,₹18.75 Lakh
Hyundai i20,Magna 1.2,2016,"35,710 kms",Petrol,Manual,₹3.05 Lakh
Hyundai Creta,SX Opt Knight Diesel AT DT,2023,"29,000 kms",Diesel,Automatic,₹16.49 Lakh
