Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Price_per_year,KM_per_year
Maruti Suzuki Ciaz,Alpha BSVI,2020,84080,Petrol,Manual,472000.0,6,78666.67,14013.33
Hyundai Venue,SX Plus Turbo DCT,2020,29000,Petrol,Automatic,699000.0,6,116500.0,4833.33
Mercedes-Benz GLE,450 BSVI,2022,28000,Petrol,Automatic,8290000.000000001,4,2072500.0,7000.0
Jeep Compass,1.4 Model S Opt AT,2023,43000,Petrol,Automatic,2125000.0,3,708333.33,14333.33
BMW X1,sDrive20i xLine,2022,39000,Petrol,Automatic,2450000.0,4,612500.0,9750.0
Hyundai Venue,SX Opt Turbo DCT,2023,44066,Petrol,Automatic,964000.0,3,321333.33,14688.67
Hyundai Xcent,1.2 VTVT SX,2017,38127,Petrol,Manual,376000.0,9,41777.78,4236.33
BMW X5,xDrive 30d xLine,2020,45000,Diesel,Automatic,4890000.0,6,815000.0,7500.0
Maruti Suzuki Swift,VXI BSVI,2021,69000,Petrol,Manual,530000.0,5,106000.0,13800.0
Toyota Innova Crysta,2.4 VX 7Str,2025,14000,Diesel,Manual,2400000.0,1,2400000.0,14000.0
Audi Q3,30 TDI,2017,68000,Diesel,Manual,1099000.0,9,122111.11,7555.56
Toyota Innova Crysta,2.4 G 7 STR,2022,42000,Diesel,Manual,1750000.0,4,437500.0,10500.0
Mercedes-Benz C-Class,Progressive C 200,2019,28000,Petrol,Automatic,2600000.0,7,371428.57,4000.0
Honda Amaze,S i-VTEC,2015,98113,Petrol,Manual,326000.0,11,29636.36,8919.36
Kia Carnival,Premium,2020,92000,Diesel,Automatic,1650000.0,6,275000.0,15333.33
Audi Q5,40 TDI Technology,2019,89000,Diesel,Automatic,2390000.0,7,341428.57,12714.29
Honda Amaze,VX CVT i-VTEC,2016,72000,Petrol,Automatic,375000.0,10,37500.0,7200.0
Toyota Innova Crysta,2.4 G 7 STR,2022,39000,Diesel,Manual,1575000.0,4,393750.0,9750.0
Maruti Suzuki Ciaz,1.4 AT Zeta,2017,72000,Petrol,Automatic,595000.0,9,66111.11,8000.0
Hyundai Grand i10,Asta,2014,51039,Petrol,Manual,258000.0,12,21500.0,4253.25
Jaguar XE,2.0L Diesel Prestige,2018,57000,Diesel,Automatic,1750000.0,8,218750.0,7125.0
Hyundai Grand i10 Nios,Sportz CNG,2022,58000,CNG,Manual,575000.0,4,143750.0,14500.0
BMW X1,sDrive18i M Sport,2023,11000,Petrol,Automatic,3900000.0,3,1300000.0,3666.67
Maruti Suzuki Baleno,1.2 Sigma,2016,48000,Petrol,Manual,330000.0,10,33000.0,4800.0
Maruti Suzuki Baleno,Zeta Diesel,2017,31487,Diesel,Manual,424000.0,9,47111.11,3498.56
MG Hector,Sharp CVT,2022,15000,Petrol,Automatic,1250000.0,4,312500.0,3750.0
MG Hector,1.5 Turbo Sharp pro CVT BSVI,2023,20000,Petrol,Automatic,1545000.0,3,515000.0,6666.67
Audi A6,2.0 TDI Premium Plus,2020,75000,Diesel,Automatic,2490000.0,6,415000.0,12500.0
Kia Carnival,Limousine Plus,2023,70000,Diesel,Automatic,2649000.0,3,883000.0,23333.33
Maruti Suzuki Baleno,1.2 CVT Zeta,2019,54721,Petrol,Automatic,459999.99999999994,7,65714.29,7817.29
Toyota Innova Crysta,2.4 G 7 STR,2021,65000,Diesel,Manual,1575000.0,5,315000.0,13000.0
Mercedes-Benz GLE,250d,2017,62000,Diesel,Automatic,1789999.9999999998,9,198888.89,6888.89
Land Rover Range Rover Velar,R-Dynamic S Diesel,2023,18000,Diesel,Automatic,7700000.0,3,2566666.67,6000.0
Hyundai Creta,SX Diesel BSVI,2020,58500,Diesel,Manual,1090000.0,6,181666.67,9750.0
Hyundai i20,Asta Option BSIV,2020,90445,Petrol,Manual,499000.0,6,83166.67,15074.17
Hyundai Aura,SX CNG,2023,78017,CNG,Manual,601000.0,3,200333.33,26005.67
Hyundai Venue,HX 8 Turbo DCT,2025,4700,Petrol,Automatic,1335000.0,1,1335000.0,4700.0
Mahindra XUV500,W7 BSIV,2019,72000,Diesel,Manual,775000.0,7,110714.29,10285.71
Maruti Suzuki Celerio,ZXI,2018,125539,Petrol,Manual,317000.0,8,39625.0,15692.38
Tata Harrier,XT BSIV,2019,44000,Diesel,Manual,875000.0,7,125000.0,6285.71
Tata Tigor,XZA Plus,2020,73773,Petrol,Automatic,476999.99999999994,6,79500.0,12295.5
Maruti Suzuki Baleno,Delta AMT BSVI,2023,30000,Petrol,Automatic,644000.0,3,214666.67,10000.0
Mercedes-Benz AMG E 53,4MATIC Plus,2022,60000,Petrol,Manual,4690000.0,4,1172500.0,15000.0
Maruti Suzuki Baleno,1.2 Alpha,2016,49803,Petrol,Manual,343000.0,10,34300.0,4980.3
Hyundai Creta,1.6 VTVT E Plus,2017,63584,Petrol,Manual,488000.0,9,54222.22,7064.89
Hyundai Creta,1.6 VTVT AT SX Plus,2016,65000,Petrol,Automatic,499000.0,10,49900.0,6500.0
Hyundai i20,Sportz IVT BSVI,2021,53000,Petrol,Automatic,635000.0,5,127000.0,10600.0
Hyundai i20,Sportz 1.2,2015,39569,Petrol,Manual,325000.0,11,29545.45,3597.18
Mahindra Thar,LX Hard Top AT,2024,17000,Petrol,Automatic,1325000.0,2,662500.0,8500.0
Ford Ecosport,1.5 DV5 MT Titanium,2014,62000,Diesel,Manual,345000.0,12,28750.0,5166.67
Maruti Suzuki Grand Vitara,Alpha Plus Hybrid CVT BSVI,2023,90677,Petrol,Automatic,1173000.0,3,391000.0,30225.67
Honda Jazz,1.2 V i VTEC,2016,82759,Petrol,Manual,266000.0,10,26600.0,8275.9
Maruti Suzuki Baleno,Alpha Diesel,2016,53083,Diesel,Manual,408000.0,10,40800.0,5308.3
Audi Q3,35 TDI Quattro Premium,2017,65000,Diesel,Automatic,975000.0,9,108333.33,7222.22
Maruti Suzuki Celerio,ZXI,2018,73177,Petrol,Manual,314000.0,8,39250.0,9147.12
Maruti Suzuki Celerio,VXI,2020,37414,Petrol,Manual,358000.0,6,59666.67,6235.67
Maruti Suzuki Ciaz,ZXi Plus,2015,57869,Petrol,Manual,386000.0,11,35090.91,5260.82
Mahindra Thar,LX 4WD Hard Top BSVI,2021,7000,Petrol,Manual,1068000.0,5,213600.0,1400.0
Hyundai Creta,1.6 VTVT AT SX Plus,2016,65000,Petrol,Automatic,480000.0,10,48000.0,6500.0
Honda Amaze,S i-VTEC,2017,52000,Petrol,Manual,375000.0,9,41666.67,5777.78
Ford Ecosport,1.5 Ti VCT MT Titanium,2016,75085,Petrol,Manual,388000.0,10,38800.0,7508.5
Jeep Compass,2.0 Sport,2018,47228,Diesel,Manual,738000.0,8,92250.0,5903.5
Honda WR-V,i-VTEC VX,2017,96925,Petrol,Manual,419000.00000000006,9,46555.56,10769.44
Hyundai Alcazar,Signature (O) AT,2021,41000,Petrol,Automatic,1275000.0,5,255000.0,8200.0
Toyota Fortuner Legender,4x4 AT BSVI,2023,14000,Diesel,Automatic,4390000.0,3,1463333.33,4666.67
Toyota Fortuner,2.8 4WD AT BSIV,2019,100000,Diesel,Automatic,2375000.0,7,339285.71,14285.71
Jaguar XJ,2.0L Portfolio,2017,25000,Petrol,Automatic,3975000.0,9,441666.67,2777.78
Hyundai Creta,1.6 VTVT AT SX Plus,2016,55700,Petrol,Automatic,600000.0,10,60000.0,5570.0
Maruti Suzuki Ciaz,Petrol,2018,66929,Diesel,Manual,564000.0,8,70500.0,8366.12
Hyundai Grand i10 Nios,Sportz CNG,2022,46000,CNG,Manual,575000.0,4,143750.0,11500.0
Honda Amaze,V CVT Petrol BSIV,2019,60000,Petrol,Automatic,575000.0,7,82142.86,8571.43
Maruti Suzuki Dzire,VXI,2017,58049,Petrol,Manual,430999.99999999994,9,47888.89,6449.89
Kia Seltos,HTX Diesel,2020,57349,Diesel,Manual,720000.0,6,120000.0,9558.17
Honda Brio,1.2 E MT,2018,42000,Petrol,Manual,345000.0,8,43125.0,5250.0
Skoda Octavia,Style,2022,30000,Petrol,Automatic,1995000.0,4,498750.0,7500.0
Maruti Suzuki Ciaz,Alpha BSIV,2019,32000,Petrol,Manual,590000.0,7,84285.71,4571.43
Maruti Suzuki Baleno,Delta,2021,66361,Petrol,Manual,494000.00000000006,5,98800.0,13272.2
Kia Carnival,Limousine,2020,111000,Diesel,Automatic,2175000.0,6,362500.0,18500.0
Hyundai i20,Sportz Option 1.2,2015,84042,Petrol,Manual,343000.0,11,31181.82,7640.18
Maruti Suzuki Baleno,1.2 Delta,2016,69388,Petrol,Manual,323000.0,10,32300.0,6938.8
Maruti Suzuki Baleno,Delta,2021,50782,Petrol,Manual,451999.99999999994,5,90400.0,10156.4
Honda City,i-VTEC CVT V,2018,37000,Petrol,Automatic,695000.0,8,86875.0,4625.0
Toyota Glanza,G CNG,2023,85000,CNG,Manual,735000.0,3,245000.0,28333.33
Audi Q3 Sportback,Bold Edition,2024,14000,Petrol,Automatic,4100000.0,2,2050000.0,7000.0
Honda Amaze,V CVT Petrol BSIV,2020,72000,Petrol,Automatic,565000.0,6,94166.67,12000.0
Mercedes-Benz CLA,200 CGI Sport,2016,34000,Petrol,Automatic,1575000.0,10,157500.0,3400.0
Hyundai Grand i10,1.2 Kappa Magna BSIV,2017,89770,Petrol,Manual,262000.0,9,29111.11,9974.44
Maruti Suzuki Swift,VXI,2019,83481,Petrol,Manual,433000.0,7,61857.14,11925.86
Honda WR-V,VX,2022,47360,Petrol,Manual,474000.0,4,118500.0,11840.0
Tata Nexon,Fearless Plus DT DCA,2024,13000,Petrol,Automatic,1025000.0,2,512500.0,6500.0
Toyota Innova Crysta,2.4 GX 7 STR AT,2022,60000,Diesel,Automatic,1750000.0,4,437500.0,15000.0
Hyundai Xcent,1.2 VTVT SX,2017,73466,Petrol,Manual,349000.0,9,38777.78,8162.89
Honda City,i VTEC CVT VX,2014,79000,Petrol,Automatic,430000.0,12,35833.33,6583.33
Honda Amaze,VX CVT i-VTEC,2016,82697,Petrol,Automatic,432000.0,10,43200.0,8269.7
Honda Amaze,V CVT Petrol BSIV,2019,34000,Petrol,Automatic,484999.99999999994,7,69285.71,4857.14
Hyundai Creta,SX BSVI,2020,57000,Petrol,Manual,940000.0,6,156666.67,9500.0
Hyundai Creta N Line,N10 DCT Titan Grey Matte,2025,25000,Petrol,Automatic,1800000.0,1,1800000.0,25000.0
Mahindra Thar,LX Hard Top Diesel AT,2024,17000,Diesel,Automatic,1625000.0,2,812500.0,8500.0
Hyundai Grand i10,1.2 Kappa Magna BSIV,2017,81358,Petrol,Manual,292000.0,9,32444.44,9039.78
Toyota Fortuner,4X4 Diesel AT BSVI,2023,49576,Diesel,Automatic,3600000.0,3,1200000.0,16525.33
Honda Amaze,SX i VTEC,2016,62000,Petrol,Manual,335000.0,10,33500.0,6200.0
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2022,45000,Diesel,Automatic,1265000.0,4,316250.0,11250.0
Hyundai i20,Sportz 1.2,2020,60589,Petrol,Manual,465000.00000000006,6,77500.0,10098.17
Maruti Suzuki Swift,LXI,2019,78446,Petrol,Manual,362000.0,7,51714.29,11206.57
Ford Freestyle,Titanium Plus Petrol BSIV,2018,63488,Petrol,Manual,312000.0,8,39000.0,7936.0
Hyundai Venue,SX Plus Turbo DCT DT,2020,40000,Petrol,Automatic,750000.0,6,125000.0,6666.67
Toyota Innova Crysta,2.8 ZX AT BSIV,2019,76000,Diesel,Automatic,1689999.9999999998,7,241428.57,10857.14
BMW X1,sDrive18i M Sport,2025,4500,Petrol,Automatic,4890000.0,1,4890000.0,4500.0
Hyundai Aura,S CNG,2021,78000,CNG,Manual,565000.0,5,113000.0,15600.0
Honda Jazz,1.2 V i VTEC,2016,79338,Petrol,Manual,268000.0,10,26800.0,7933.8
Maruti Suzuki Swift,VXI,2021,33090,Petrol,Manual,495000.0,5,99000.0,6618.0
Maruti Suzuki Victoris,LXI CNG,2026,8700,CNG,Manual,1225000.0,0,inf,inf
Toyota Fortuner,4X2 Diesel,2025,9300,Diesel,Manual,3800000.0,1,3800000.0,9300.0
Hyundai Grand i10 Nios,AMT Sportz,2021,43784,Petrol,Automatic,509999.99999999994,5,102000.0,8756.8
Hyundai i20,Sportz BSVI,2021,55000,Petrol,Manual,595000.0,5,119000.0,11000.0
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2022,8100,Diesel,Automatic,1450000.0,4,362500.0,2025.0
Toyota Glanza,V AMT,2024,25000,Petrol,Automatic,811000.0,2,405500.0,12500.0
Volkswagen Tiguan,2.0 TSI Elegance BSVI,2023,42000,Petrol,Automatic,2550000.0,3,850000.0,14000.0
Maruti Suzuki Baleno,Alpha Diesel,2021,60726,Diesel,Manual,537000.0,5,107400.0,12145.2
Hyundai Xcent,1.2 Kappa AT SX Option,2020,52225,Petrol,Automatic,365000.0,6,60833.33,8704.17
Land Rover Discovery Sport,Si4 HSE,2017,72000,Petrol,Automatic,1989999.9999999998,9,221111.11,8000.0
Toyota Corolla Altis,VL,2011,58000,Petrol,Automatic,275000.0,15,18333.33,3866.67
Ford Freestyle,Titanium Petrol BSIV,2018,53000,Petrol,Manual,385000.0,8,48125.0,6625.0
Honda Amaze,S Petrol,2020,62000,Petrol,Manual,490000.00000000006,6,81666.67,10333.33
Hyundai Grand i10,Sportz,2015,66000,Petrol,Manual,275000.0,11,25000.0,6000.0
Maruti Suzuki Grand Vitara,Sigma,2024,13000,Petrol,Manual,975000.0,2,487500.0,6500.0
Maruti Suzuki Swift,VXI,2019,51959,Petrol,Manual,448000.00000000006,7,64000.0,7422.71
Hyundai Elantra,SX,2012,82000,Petrol,Manual,290000.0,14,20714.29,5857.14
Hyundai i20,1.2 Magna Executive,2017,68000,Petrol,Manual,390000.0,9,43333.33,7555.56
Mercedes-Benz CLA,200 CGI Sport,2016,69000,Petrol,Automatic,1350000.0,10,135000.0,6900.0
Toyota Fortuner,4X2 Diesel AT,2024,13500,Diesel,Automatic,4100000.0,2,2050000.0,6750.0
Maruti Suzuki Grand Vitara,Alpha AWD BSVI,2022,59757,Petrol,Manual,1234000.0,4,308500.0,14939.25
Mahindra Thar,LX 4WD Hard Top AT BSVI,2022,20633,Petrol,Automatic,1002000.0,4,250500.0,5158.25
Maruti Suzuki Celerio,VXI,2016,30902,Petrol,Manual,235000.0,10,23500.0,3090.2
Mahindra Thar,LX Hard Top,2023,9000,Petrol,Manual,1325000.0,3,441666.67,3000.0
Hyundai Creta,1.6 VTVT SX Plus SE,2016,65000,Petrol,Manual,590000.0,10,59000.0,6500.0
Mahindra Alturas G4,4X4 AT BSIV,2019,70000,Diesel,Automatic,1675000.0,7,239285.71,10000.0
Hyundai Grand i10,Sportz,2015,47100,Petrol,Manual,231999.99999999997,11,21090.91,4281.82
Maruti Suzuki Grand Vitara,Delta CNG 2 Airbag,2024,27000,CNG,Manual,1245000.0,2,622500.0,13500.0
Maruti Suzuki Swift,LXI,2018,59836,Petrol,Manual,383000.0,8,47875.0,7479.5
Skoda Slavia,1.5 TSI Style DSG,2023,45000,Petrol,Automatic,1225000.0,3,408333.33,15000.0
Audi Q7,Technology,2023,19000,Petrol,Automatic,6800000.0,3,2266666.67,6333.33
Hyundai Grand i10,Sportz,2015,65888,Petrol,Manual,218000.00000000003,11,19818.18,5989.82
Hyundai Grand i10 Nios,Magna,2024,18000,Petrol,Manual,570000.0,2,285000.0,9000.0
MG Hector,Sharp EX CVT,2022,25000,Petrol,Automatic,1325000.0,4,331250.0,6250.0
Maruti Suzuki Baleno,Alpha,2023,6614,Petrol,Manual,767000.0,3,255666.67,2204.67
Skoda Kushaq,1.0 TSI Ambition BSVI,2021,44000,Petrol,Manual,765000.0,5,153000.0,8800.0
Hyundai Creta,EX Diesel BSVI,2022,64211,Diesel,Manual,938000.0000000001,4,234500.0,16052.75
Maruti Suzuki Swift,ZXI BSIV,2014,87000,Petrol,Manual,299000.0,12,24916.67,7250.0
Skoda Octavia,Style,2022,29000,Petrol,Automatic,2125000.0,4,531250.0,7250.0
Maruti Suzuki Ciaz,ZXi Plus,2016,68000,Petrol,Manual,440000.00000000006,10,44000.0,6800.0
Mahindra Thar,LX 4WD Hard Top BSVI,2022,41000,Petrol,Manual,1075000.0,4,268750.0,10250.0
Honda Amaze,S AT i-Vtech,2016,57000,Petrol,Automatic,375000.0,10,37500.0,5700.0
Audi Q5,Technology,2023,24000,Petrol,Automatic,4500000.0,3,1500000.0,8000.0
Hyundai Creta,SX Tech iVT,2024,23000,Petrol,Automatic,1600000.0,2,800000.0,11500.0
Tata Nexon,1.5 Revotorq XMA,2018,54000,Diesel,Automatic,450000.0,8,56250.0,6750.0
Skoda Slavia,1.5 TSI Ambition DSG,2024,42492,Petrol,Automatic,1193000.0,2,596500.0,21246.0
Skoda Kylaq,Signature AT,2026,1100,Petrol,Automatic,1075000.0,0,inf,inf
Maruti Suzuki Alto 800,CNG LXI,2015,73000,CNG,Manual,209000.0,11,19000.0,6636.36
Tata Harrier,XZ Plus Dark Edition BSVI,2021,58135,Diesel,Manual,1063000.0,5,212600.0,11627.0
Toyota Fortuner Legender,4x4 AT,2024,30000,Diesel,Automatic,4450000.0,2,2225000.0,15000.0
Maruti Suzuki Baleno,1.2 Delta,2017,74045,Petrol,Manual,333000.0,9,37000.0,8227.22
Ford Ecosport,1.5 Diesel Titanium BSIV,2019,68000,Diesel,Manual,570000.0,7,81428.57,9714.29
Honda Amaze,VX CVT Petrol,2020,64000,Petrol,Automatic,565000.0,6,94166.67,10666.67
Maruti Suzuki Baleno,Alpha AMT BSVI,2022,30400,Petrol,Automatic,725000.0,4,181250.0,7600.0
BMW 5 Series,520d Luxury Line,2018,99000,Diesel,Automatic,1848999.9999999998,8,231125.0,12375.0
Mahindra Thar,LX Hard Top Diesel,2023,31000,Diesel,Manual,1155000.0,3,385000.0,10333.33
BMW 6 Series,GT 630i M Sport,2023,6000,Petrol,Automatic,5700000.0,3,1900000.0,2000.0
Mercedes-Benz AMG GLA 35,4MATIC BSVI,2023,37000,Petrol,Automatic,3700000.0,3,1233333.33,12333.33
Maruti Suzuki Dzire,ZXI Plus,2018,62495,Petrol,Manual,467000.0,8,58375.0,7811.88
Maruti Suzuki Ciaz,1.4 AT Alpha,2018,102311,Petrol,Automatic,540000.0,8,67500.0,12788.88
Honda Amaze,S CVT Petrol BSIV,2019,32313,Petrol,Automatic,451999.99999999994,7,64571.43,4616.14
Kia Carnival,Limousine Plus,2022,99000,Diesel,Automatic,2590000.0,4,647500.0,24750.0
Maruti Suzuki Baleno,1.2 Alpha,2018,53000,Petrol,Manual,445000.0,8,55625.0,6625.0
Hyundai Grand i10,1.2 Kappa Asta,2019,55000,Petrol,Manual,415000.00000000006,7,59285.71,7857.14
Toyota Glanza,V CVT,2020,55000,Petrol,Automatic,620000.0,6,103333.33,9166.67
Maruti Suzuki Vitara Brezza,ZXI,2022,29185,Petrol,Manual,713000.0,4,178250.0,7296.25
Skoda Kushaq,1.0 TSI Active,2023,25000,Petrol,Manual,835000.0,3,278333.33,8333.33
Honda Amaze,V CVT Petrol BSIV,2019,32722,Petrol,Automatic,516000.0,7,73714.29,4674.57
Audi Q3,35 TDI Quattro Premium Plus,2018,55000,Diesel,Automatic,1500000.0,8,187500.0,6875.0
Toyota Corolla Altis,1.8 VL CVT,2018,97142,Petrol,Automatic,777000.0,8,97125.0,12142.75
Audi A6,35 TDI,2017,66000,Diesel,Automatic,1225000.0,9,136111.11,7333.33
Honda Amaze,S Option i-VTEC,2017,39000,Petrol,Manual,375000.0,9,41666.67,4333.33
MG Hector,Sharp DCT,2020,72000,Petrol,Automatic,800000.0,6,133333.33,12000.0
Hyundai Venue,S Turbo DCT,2022,62211,Petrol,Automatic,925000.0,4,231250.0,15552.75
Maruti Suzuki Grand Vitara,Delta AT,2024,34226,Petrol,Automatic,1028999.9999999999,2,514500.0,17113.0
Maruti Suzuki XL6,Zeta,2021,62000,Petrol,Manual,825000.0,5,165000.0,12400.0
Tata Tiago,1.2 Revotron XT,2017,72000,Petrol,Manual,310000.0,9,34444.44,8000.0
Maruti Suzuki Baleno,Zeta Diesel,2016,93146,Diesel,Manual,384000.0,10,38400.0,9314.6
Tata Tigor,1.2 Revotron XT,2018,88280,Petrol,Manual,275000.0,8,34375.0,11035.0
Maruti Suzuki Grand Vitara,Sigma,2023,48000,Petrol,Manual,925000.0,3,308333.33,16000.0
Maruti Suzuki Baleno,Zeta Diesel,2016,110204,Diesel,Manual,347000.0,10,34700.0,11020.4
Hyundai Creta,EX(O) iVT,2025,10000,Petrol,Automatic,1445000.0,1,1445000.0,10000.0
Kia Seltos,HTX IVT,2024,15856,Petrol,Automatic,1550000.0,2,775000.0,7928.0
Tata Nexon,XZ Plus S BSVI,2017,106841,Petrol,Manual,384000.0,9,42666.67,11871.22
Mahindra Thar,LX Hard Top Diesel,2026,38000,Diesel,Manual,1225000.0,0,inf,inf
Mercedes-Benz E-Class,E 350 d BSIV,2019,15200,Diesel,Automatic,3295000.0000000005,7,470714.29,2171.43
Mercedes-Benz GLC,300,2024,16000,Petrol,Automatic,6300000.0,2,3150000.0,8000.0
Mahindra Thar,LX Hard Top Diesel RWD,2024,5500,Diesel,Manual,1300000.0,2,650000.0,2750.0
Honda Amaze,SX i-VTEC,2014,88651,Petrol,Manual,215000.0,12,17916.67,7387.58
Maruti Suzuki Swift,ZXI,2014,51965,Petrol,Manual,231000.0,12,19250.0,4330.42
Maruti Suzuki Grand Vitara,Zeta,2023,11201,Petrol,Manual,1185000.0,3,395000.0,3733.67
Mahindra Thar,LX 4WD Hard Top AT BSVI,2021,31000,Petrol,Automatic,1375000.0,5,275000.0,6200.0
Toyota Etios Liva,G,2016,61500,Petrol,Manual,225000.0,10,22500.0,6150.0
Maruti Suzuki Invicto,Zeta Plus 7Str,2024,8500,Petrol,Automatic,2450000.0,2,1225000.0,4250.0
Hyundai i20,1.2 Asta,2018,84249,Petrol,Manual,401000.0,8,50125.0,10531.12
Nissan Magnite,XV Premium,2023,18478,Petrol,Manual,634000.0,3,211333.33,6159.33
Maruti Suzuki Wagon R,VXI 1.2,2019,46641,Petrol,Manual,333000.0,7,47571.43,6663.0
Honda Amaze,S i-VTEC,2015,40180,Petrol,Manual,318000.0,11,28909.09,3652.73
Kia Seltos,Gravity Diesel,2025,18000,Diesel,Manual,1895000.0,1,1895000.0,18000.0
Maruti Suzuki Swift,VXI,2013,71414,Petrol,Manual,264000.0,13,20307.69,5493.38
Hyundai i20,Sportz 1.2,2020,61538,Petrol,Manual,474000.0,6,79000.0,10256.33
Maruti Suzuki Swift,ZXI,2015,88959,Petrol,Manual,287000.0,11,26090.91,8087.18
Honda Amaze,S i-VTEC,2017,70000,Petrol,Manual,345000.0,9,38333.33,7777.78
Jeep Compass,1.4 Limited,2019,56000,Petrol,Automatic,1150000.0,7,164285.71,8000.0
Hyundai Creta,1.6 VTVT AT SX Plus,2017,57000,Petrol,Automatic,595000.0,9,66111.11,6333.33
Honda City,i VTEC CVT VX,2017,73312,Petrol,Automatic,420000.0,9,46666.67,8145.78
Hyundai Creta,1.6 VTVT AT SX Plus,2018,40000,Petrol,Automatic,725000.0,8,90625.0,5000.0
Honda Brio,VX,2017,73380,Petrol,Manual,314000.0,9,34888.89,8153.33
Maruti Suzuki Celerio,VXI,2015,73944,Petrol,Manual,221000.0,11,20090.91,6722.18
Tata Nexon,1.2 Revotron XZ,2018,54000,Petrol,Manual,449000.0,8,56125.0,6750.0
Hyundai i10,Magna 1.2 iTech SE,2015,48867,Petrol,Manual,237000.0,11,21545.45,4442.45
Maruti Suzuki Swift,LXI Optional-O,2017,54030,Petrol,Manual,316000.0,9,35111.11,6003.33
Maruti Suzuki Ciaz,Alpha BSIV,2019,71000,Petrol,Manual,590000.0,7,84285.71,10142.86
Honda City,i VTEC CVT VX,2016,65247,Petrol,Automatic,454000.0,10,45400.0,6524.7
Hyundai Aura,SX,2023,7596,Petrol,Manual,562000.0,3,187333.33,2532.0
Land Rover Discovery Sport,Dynamic SE Diesel,2021,40000,Diesel,Automatic,3775000.0,5,755000.0,8000.0
Tata Zest,Revotron 1.2T XMS,2015,46000,Petrol,Manual,229999.99999999997,11,20909.09,4181.82
Maruti Suzuki Celerio X,VXI,2018,41698,Petrol,Manual,286000.0,8,35750.0,5212.25
Kia Seltos,HTK,2024,31000,Petrol,Manual,1010000.0,2,505000.0,15500.0
Honda Amaze,S i-VTEC,2015,71528,Petrol,Manual,277000.0,11,25181.82,6502.55
Maruti Suzuki Swift Dzire,AMT VXI,2019,65000,Petrol,Automatic,434999.99999999994,7,62142.86,9285.71
Tata Nexon,1.5 Revotorq XZ Plus,2018,85000,Diesel,Manual,400000.0,8,50000.0,10625.0
Tata Tigor,XZA Plus AMT,2024,51973,Petrol,Automatic,589000.0,2,294500.0,25986.5
Maruti Suzuki Swift,LXI Optional-O,2015,52862,Petrol,Manual,214000.0,11,19454.55,4805.64
Tata Harrier,XTA Plus AT BSVI,2021,43254,Diesel,Automatic,1022000.0000000001,5,204400.0,8650.8
Honda City,ZX MT,2022,47531,Petrol,Manual,975000.0,4,243750.0,11882.75
Tata Tigor,XZA,2019,75000,Petrol,Automatic,450000.0,7,64285.71,10714.29
Toyota Yaris,V CVT,2020,53000,Petrol,Automatic,675000.0,6,112500.0,8833.33
Mercedes-Benz S-Class,S400,2016,90000,Petrol,Automatic,3500000.0,10,350000.0,9000.0
Maruti Suzuki Celerio,VXI Optional MT BSIV,2018,40000,Petrol,Manual,325000.0,8,40625.0,5000.0
Honda City,V MT,2020,65000,Petrol,Manual,735000.0,6,122500.0,10833.33
Honda WR-V,i-VTEC S,2018,40000,Petrol,Manual,475000.0,8,59375.0,5000.0
Mahindra Thar,LX 4WD Hard Top Diesel AT BSVI,2022,25000,Diesel,Automatic,1350000.0,4,337500.0,6250.0
Mercedes-Benz GLA,200,2024,14000,Petrol,Automatic,4100000.0,2,2050000.0,7000.0
Honda Amaze,SX i-VTEC,2015,67710,Petrol,Manual,245000.00000000003,11,22272.73,6155.45
Tata Tigor,XZA Plus AMT BSVI,2022,16000,Petrol,Automatic,555000.0,4,138750.0,4000.0
Mahindra Thar,LX Hard Top,2023,48000,Petrol,Manual,1160000.0,3,386666.67,16000.0
Mercedes-Benz E-Class,E200 Edition E,2016,29000,Petrol,Automatic,1475000.0,10,147500.0,2900.0
Toyota Innova Crysta,2.7 GX AT 8S BSIV,2017,78000,Petrol,Automatic,894999.9999999999,9,99444.44,8666.67
Tata Tiago,1.2 Revotron XZ,2017,60744,Petrol,Manual,279000.0,9,31000.0,6749.33
BMW X5,xDrive 40i SportX Plus,2022,5500000,Petrol,Automatic,5400000.0,4,1350000.0,1375000.0
Maruti Suzuki Swift Dzire,AMT ZXI,2020,53370,Petrol,Automatic,434999.99999999994,6,72500.0,8895.0
Tata Curvv,Pure Plus,2024,14000,Petrol,Manual,899000.0,2,449500.0,7000.0
Tata Tiago,1.2 Revotron XZ,2016,61000,Petrol,Manual,299000.0,10,29900.0,6100.0
Hyundai Venue,S Opt Turbo DCT,2025,15685,Petrol,Automatic,1125000.0,1,1125000.0,15685.0
Hyundai i10,Magna,2014,55000,Petrol,Manual,215000.0,12,17916.67,4583.33
Maruti Suzuki Swift Dzire,LXI BSVI,2022,26000,Petrol,Manual,550000.0,4,137500.0,6500.0
Volkswagen Tiguan R Line,2.0L TSI,2026,500,Petrol,Automatic,4100000.0,0,inf,inf
Tata Tiago,1.2 Revotron XT,2021,34924,Petrol,Manual,445000.0,5,89000.0,6984.8
Maruti Suzuki Swift,LXI,2017,133651,Petrol,Manual,256000.0,9,28444.44,14850.11
Hyundai Aura,S CNG,2021,73000,CNG,Manual,570000.0,5,114000.0,14600.0
