Model,Variant,Year,Odometer_Reading,Fuel_type,Transmission,Price,Car_age,Brand,Price_per_year,KM_per_year,Car_type
Audi Q3,30 TFSI Premium FWD,2019,41000,Petrol,Automatic,1700000.0,7,Audi,242857.14,5857.14,Non-Luxury
Honda City,V MT,2022,68000,Petrol,Manual,770000.0,4,Honda,192500.0,17000.0,Non-Luxury
Tata Harrier,XT Plus,2023,55023,Diesel,Manual,1375000.0,3,Tata,458333.33,18341.0,Non-Luxury
Hyundai Creta,1.6 VTVT SX Plus,2018,89000,Petrol,Manual,750000.0,8,Hyundai,93750.0,11125.0,Non-Luxury
Jeep Compass,1.4 Sport DCT BSVI,2022,43355,Petrol,Automatic,1198000.0,4,Jeep,299500.0,10838.75,Non-Luxury
Hyundai Grand i10 Nios,Magna,2023,48000,Petrol,Manual,525000.0,3,Hyundai,175000.0,16000.0,Non-Luxury
BMW X1,sDrive 20d xLine,2017,82000,Diesel,Automatic,1600000.0,9,BMW,177777.78,9111.11,Non-Luxury
BMW X1,sDrive18d M Sport,2023,70000,Diesel,Automatic,3690000.0,3,BMW,1230000.0,23333.33,Non-Luxury
Hyundai Creta,1.6 VTVT E Plus,2019,70000,Petrol,Manual,650000.0,7,Hyundai,92857.14,10000.0,Non-Luxury
Maruti Suzuki Ciaz,1.4 Alpha,2020,48787,Petrol,Manual,668000.0,6,Maruti Suzuki,111333.33,8131.17,Non-Luxury
Ford Ecosport,1.5 Ti VCT AT Titanium BE BSIV,2016,78000,Petrol,Automatic,405000.0,10,Ford,40500.0,7800.0,Non-Luxury
Hyundai Venue,S BSVI,2022,68000,Petrol,Manual,625000.0,4,Hyundai,156250.0,17000.0,Non-Luxury
Kia Seltos,HTK Diesel,2022,46681,Diesel,Manual,893000.0,4,Kia,223250.0,11670.25,Non-Luxury
Maruti Suzuki Celerio,VXI MT BSIV,2018,40000,Petrol,Manual,325000.0,8,Maruti Suzuki,40625.0,5000.0,Non-Luxury
Mercedes-Benz C-Class,Progressive C 200,2020,58000,Petrol,Automatic,2950000.0,6,Mercedes-Benz,491666.67,9666.67,Non-Luxury
Honda City,V CVT,2021,39000,Petrol,Automatic,925000.0,5,Honda,185000.0,7800.0,Non-Luxury
Honda City,V CVT,2022,47000,Petrol,Automatic,885000.0,4,Honda,221250.0,11750.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,30600,Petrol,Automatic,5200000.0,4,Mercedes-Benz,1300000.0,7650.0,Luxury
Ford Ecosport,1.5 Petrol Titanium BSIV,2019,63000,Petrol,Manual,550000.0,7,Ford,78571.43,9000.0,Non-Luxury
Renault KWID,1.0 RXT,2017,44000,Petrol,Manual,315000.0,9,Renault,35000.0,4888.89,Non-Luxury
Maruti Suzuki Baleno,Alpha Diesel,2015,65902,Diesel,Manual,372000.0,11,Maruti Suzuki,33818.18,5991.09,Non-Luxury
Mercedes-Benz GLE,350d,2016,105000,Diesel,Automatic,1689999.9999999998,10,Mercedes-Benz,169000.0,10500.0,Non-Luxury
Hyundai Grand i10,Asta,2016,50000,Petrol,Manual,395000.0,10,Hyundai,39500.0,5000.0,Non-Luxury
Toyota Fortuner,4X2 Diesel AT,2023,32000,Diesel,Automatic,3725000.0,3,Toyota,1241666.67,10666.67,Non-Luxury
Tata Harrier,XZA Plus AT BSVI,2020,89000,Diesel,Automatic,1075000.0,6,Tata,179166.67,14833.33,Non-Luxury
Hyundai Creta,1.6 SX Automatic,2019,65000,Petrol,Automatic,850000.0,7,Hyundai,121428.57,9285.71,Non-Luxury
Maruti Suzuki Wagon R,LXI CNG,2018,85000,CNG,Manual,325000.0,8,Maruti Suzuki,40625.0,10625.0,Non-Luxury
Hyundai Creta,1.6 VTVT AT SX Plus,2017,57000,Petrol,Automatic,600000.0,9,Hyundai,66666.67,6333.33,Non-Luxury
Kia Sonet,HTX Turbo DCT,2024,51000,Petrol,Automatic,975000.0,2,Kia,487500.0,25500.0,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2019,60843,Petrol,Manual,418000.0,7,Maruti Suzuki,59714.29,8691.86,Non-Luxury
Mercedes-Benz C-Class,Prime C 200,2021,35000,Petrol,Automatic,3000000.0,5,Mercedes-Benz,600000.0,7000.0,Non-Luxury
Honda Elevate,VX Non RF,2024,43025,Petrol,Manual,1125000.0,2,Honda,562500.0,21512.5,Non-Luxury
Mercedes-Benz E-Class,E 220D,2017,64000,Diesel,Automatic,1950000.0,9,Mercedes-Benz,216666.67,7111.11,Non-Luxury
Honda City,i VTEC CVT VX,2014,66000,Petrol,Automatic,485000.0,12,Honda,40416.67,5500.0,Non-Luxury
BMW X5,xDrive40i M Sport,2025,3176,Petrol,Automatic,9900000.0,1,BMW,9900000.0,3176.0,Luxury
BMW X3,xDrive30i SportX,2021,43000,Petrol,Automatic,3950000.0,5,BMW,790000.0,8600.0,Non-Luxury
Maruti Suzuki Celerio,VXI AMT,2018,39910,Petrol,Automatic,342000.0,8,Maruti Suzuki,42750.0,4988.75,Non-Luxury
Skoda Superb,Style 1.8 TSI MT,2018,75000,Petrol,Manual,1595000.0,8,Skoda,199375.0,9375.0,Non-Luxury
Mercedes-Benz AMG GLC 43,4Matic,2026,431,Petrol,Automatic,8800000.0,0,Mercedes-Benz,,,Luxury
Ford Ecosport,1.5 Petrol Titanium BSIV,2019,93101,Petrol,Manual,414000.0,7,Ford,59142.86,13300.14,Non-Luxury
Hyundai Creta,EX BSVI,2022,15129,Petrol,Manual,828999.9999999999,4,Hyundai,207250.0,3782.25,Non-Luxury
Toyota Innova Crysta,2.7 VX 7 STR,2022,44000,Petrol,Manual,1725000.0,4,Toyota,431250.0,11000.0,Non-Luxury
Mercedes-Benz GLE,450 4Matic,2025,14706,Petrol,Automatic,9900000.0,1,Mercedes-Benz,9900000.0,14706.0,Luxury
Maruti Suzuki Baleno,1.2 Delta,2018,113446,Petrol,Manual,321000.0,8,Maruti Suzuki,40125.0,14180.75,Non-Luxury
Toyota Innova Crysta,2.4 ZX 7 STR,2021,89000,Diesel,Manual,2025000.0,5,Toyota,405000.0,17800.0,Non-Luxury
Maruti Suzuki Vitara Brezza,LXI,2022,34000,Petrol,Manual,690000.0,4,Maruti Suzuki,172500.0,8500.0,Non-Luxury
BMW 6 Series,GT 630i M Sport BSVI,2023,10000,Petrol,Automatic,5700000.0,3,BMW,1900000.0,3333.33,Luxury
Jeep Compass,1.4 Sport Plus BSIV,2019,63000,Petrol,Manual,678000.0,7,Jeep,96857.14,9000.0,Non-Luxury
Mercedes-Benz GLE,43 AMG Coupe,2020,20000,Petrol,Automatic,6675000.0,6,Mercedes-Benz,1112500.0,3333.33,Luxury
Hyundai Venue,SX Plus Turbo DCT,2020,43052,Petrol,Automatic,775000.0,6,Hyundai,129166.67,7175.33,Non-Luxury
Mercedes-Benz GLA,200,2026,3750,Petrol,Automatic,4500000.0,0,Mercedes-Benz,,,Non-Luxury
Lexus NX,350h Luxury,2024,8000,Petrol,Automatic,6650000.0,2,Lexus,3325000.0,4000.0,Luxury
Audi A6,35 TFSI Matrix,2019,53000,Petrol,Automatic,2290000.0,7,Audi,327142.86,7571.43,Non-Luxury
Toyota Urban cruiser,High,2022,59000,Petrol,Manual,699000.0,4,Toyota,174750.0,14750.0,Non-Luxury
BMW X1,sDrive18i M Sport,2024,9813,Petrol,Automatic,4200000.0,2,BMW,2100000.0,4906.5,Non-Luxury
Maruti Suzuki XL6,Zeta,2021,65000,Petrol,Manual,750000.0,5,Maruti Suzuki,150000.0,13000.0,Non-Luxury
Tata Zest,Revotron 1.2T XE,2020,66000,Petrol,Manual,325000.0,6,Tata,54166.67,11000.0,Non-Luxury
Tata Tigor,XZ Plus BSVI,2022,62000,Petrol,Manual,675000.0,4,Tata,168750.0,15500.0,Non-Luxury
Audi Q8,55 TFSI Quattro BSVI,2023,28010,Petrol,Automatic,7200000.0,3,Audi,2400000.0,9336.67,Luxury
Maruti Suzuki Baleno,1.2 Delta,2018,65002,Petrol,Manual,333000.0,8,Maruti Suzuki,41625.0,8125.25,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2018,41258,Petrol,Manual,400000.0,8,Maruti Suzuki,50000.0,5157.25,Non-Luxury
Honda Elevate,SV Non RF,2023,17000,Petrol,Manual,980000.0,3,Honda,326666.67,5666.67,Non-Luxury
Volvo XC60,B5 Inscripition,2022,33254,Petrol,Automatic,4100000.0,4,Volvo,1025000.0,8313.5,Non-Luxury
Honda Jazz,V CVT,2018,46000,Petrol,Automatic,525000.0,8,Honda,65625.0,5750.0,Non-Luxury
Honda CR-V,2.0L 2WD AT,2018,137000,Petrol,Automatic,890000.0,8,Honda,111250.0,17125.0,Non-Luxury
Honda CR-V,2.0L 2WD AT,2016,55000,Petrol,Automatic,990000.0,10,Honda,99000.0,5500.0,Non-Luxury
Mercedes-Benz GLC,300,2025,3080,Petrol,Automatic,6800000.0,1,Mercedes-Benz,6800000.0,3080.0,Luxury
Mercedes-Benz GLE,300d BSVI,2021,69000,Diesel,Automatic,4800000.0,5,Mercedes-Benz,960000.0,13800.0,Non-Luxury
Kia Sonet,GTX Plus Turbo iMT BSVI,2021,54000,Petrol,Manual,875000.0,5,Kia,175000.0,10800.0,Non-Luxury
Honda WR-V,VX,2018,120118,Petrol,Manual,413000.0,8,Honda,51625.0,15014.75,Non-Luxury
BMW X7,xDrive 40i M Sport,2023,39387,Petrol,Automatic,9200000.0,3,BMW,3066666.67,13129.0,Luxury
Maruti Suzuki Baleno,1.2 Alpha,2018,57000,Petrol,Manual,435000.0,8,Maruti Suzuki,54375.0,7125.0,Non-Luxury
Hyundai Venue,SX Plus Turbo DCT BSIV,2019,68000,Petrol,Automatic,685000.0,7,Hyundai,97857.14,9714.29,Non-Luxury
Mercedes-Benz EQS,580 4Matic,2026,528,Electric,Automatic,12800000.0,0,Mercedes-Benz,,,Luxury
Hyundai Grand i10 Nios,Sportz CNG,2022,48000,CNG,Manual,575000.0,4,Hyundai,143750.0,12000.0,Non-Luxury
Honda City,ZX CVT,2022,20000,Petrol,Automatic,1175000.0,4,Honda,293750.0,5000.0,Non-Luxury
Tata Harrier,XTA Plus AT BSVI,2022,37035,Diesel,Automatic,1375000.0,4,Tata,343750.0,9258.75,Non-Luxury
BMW i7,eDrive50 M Sport,2025,14128,Electric,Automatic,14500000.0,1,BMW,14500000.0,14128.0,Luxury
Hyundai Creta,1.6 SX Automatic,2019,74000,Petrol,Automatic,800000.0,7,Hyundai,114285.71,10571.43,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2017,30000,Petrol,Manual,365000.0,9,Maruti Suzuki,40555.56,3333.33,Non-Luxury
Maruti Suzuki Baleno,1.2 Delta,2017,60000,Petrol,Manual,390000.0,9,Maruti Suzuki,43333.33,6666.67,Non-Luxury
BMW 3 Series Long Wheelbase,330Li M Sport GL BSVI,2023,29159,Petrol,Automatic,4500000.0,3,BMW,1500000.0,9719.67,Non-Luxury
Mercedes-Benz GLA Class,200 Sport,2017,47000,Petrol,Automatic,1600000.0,9,Mercedes-Benz,177777.78,5222.22,Non-Luxury
Mercedes-Benz GLS,450 4matic,2025,13500,Petrol,Automatic,13400000.0,1,Mercedes-Benz,13400000.0,13500.0,Luxury
Maruti Suzuki Celerio,ZXI,2016,58948,Petrol,Manual,328000.0,10,Maruti Suzuki,32800.0,5894.8,Non-Luxury
BMW 3 Series,M340i xDrive,2024,18537,Petrol,Automatic,6700000.0,2,BMW,3350000.0,9268.5,Luxury
Hyundai Creta,1.6 VTVT E Plus,2016,55000,Petrol,Manual,499000.0,10,Hyundai,49900.0,5500.0,Non-Luxury
Kia Seltos,HTK Plus,2023,37000,Petrol,Manual,1225000.0,3,Kia,408333.33,12333.33,Non-Luxury
Maruti Suzuki Grand Vitara,Delta CNG 2 Airbag,2023,60000,CNG,Manual,1150000.0,3,Maruti Suzuki,383333.33,20000.0,Non-Luxury
BMW 3 Series Long Wheelbase,330Li M Sport GL,2025,11000,Petrol,Automatic,5500000.0,1,BMW,5500000.0,11000.0,Luxury
Audi Q2,Technology,2021,75000,Petrol,Automatic,1875000.0,5,Audi,375000.0,15000.0,Non-Luxury
Hyundai i20,Magna 1.2,2016,35710,Petrol,Manual,305000.0,10,Hyundai,30500.0,3571.0,Non-Luxury
Hyundai Creta,SX Opt Knight Diesel AT DT,2023,29000,Diesel,Automatic,1648999.9999999998,3,Hyundai,549666.67,9666.67,Non-Luxury
BMW iX1,xDrive30 M Sport,2024,9360,Electric,Automatic,4400000.0,2,BMW,2200000.0,4680.0,Non-Luxury
BMW X5,xDrive 30d xLine,2019,65000,Diesel,Automatic,2790000.0,7,BMW,398571.43,9285.71,Non-Luxury
BMW 6 Series,GT,2018,23000,Petrol,Automatic,3400000.0,8,BMW,425000.0,2875.0,Non-Luxury
Land Rover Range Rover Sport,2.0 Petrol SE,2020,65000,Petrol,Automatic,5700000.0,6,Land Rover,950000.0,10833.33,Luxury
Jeep Compass,2.0 Limited 4X4,2017,92000,Diesel,Manual,790000.0,9,Jeep,87777.78,10222.22,Non-Luxury
Mercedes-Benz E-Class,E 200,2024,14000,Petrol,Automatic,6200000.0,2,Mercedes-Benz,3100000.0,7000.0,Luxury
Toyota Glanza,E,2023,14000,Petrol,Manual,610000.0,3,Toyota,203333.33,4666.67,Non-Luxury
Mercedes-Benz C-Class,C 200,2024,8738,Petrol,Automatic,4500000.0,2,Mercedes-Benz,2250000.0,4369.0,Non-Luxury
Skoda Kushaq,1.0 TSI Ambition BSVI,2022,45780,Petrol,Manual,769000.0,4,Skoda,192250.0,11445.0,Non-Luxury
Hyundai Creta,1.6 VTVT AT SX Plus,2016,59433,Petrol,Automatic,447000.0,10,Hyundai,44700.0,5943.3,Non-Luxury
Mahindra Bolero Power Plus,SLX,2019,102000,Diesel,Manual,560000.0,7,Mahindra,80000.0,14571.43,Non-Luxury
Porsche Cayenne,E-Hybrid Platinum Edition,2022,42939,Petrol,Automatic,9900000.0,4,Porsche,2475000.0,10734.75,Luxury
Mahindra Thar,LX 4WD Hard Top Diesel BSVI,2021,40000,Diesel,Manual,1025000.0,5,Mahindra,205000.0,8000.0,Non-Luxury
Maruti Suzuki Baleno,Delta,2022,60000,Petrol,Manual,579000.0,4,Maruti Suzuki,144750.0,15000.0,Non-Luxury
Hyundai i20,1.2 Asta,2018,65884,Petrol,Manual,385000.0,8,Hyundai,48125.0,8235.5,Non-Luxury
Mercedes-Benz GLE,300d BSVI,2022,47894,Diesel,Automatic,6000000.0,4,Mercedes-Benz,1500000.0,11973.5,Luxury
Mercedes-Benz GLE,400 4MATIC,2017,89000,Petrol,Automatic,2675000.0,9,Mercedes-Benz,297222.22,9888.89,Non-Luxury
Jeep Meridian,Limited Opt 4x4 AT,2024,27000,Diesel,Automatic,3095000.0,2,Jeep,1547500.0,13500.0,Non-Luxury
Tata Tigor,XZ,2018,72006,Petrol,Manual,317000.0,8,Tata,39625.0,9000.75,Non-Luxury
Mercedes-Benz GLE,300d 4Matic AMG Line,2026,3978,Diesel,Automatic,9300000.0,0,Mercedes-Benz,,,Luxury
Ford Ecosport,1.5 Ti VCT AT Titanium,2017,72666,Petrol,Automatic,449000.0,9,Ford,49888.89,8074.0,Non-Luxury
Toyota Fortuner,2.8 2WD AT BSIV,2018,99000,Diesel,Automatic,2275000.0,8,Toyota,284375.0,12375.0,Non-Luxury
Maruti Suzuki Celerio,ZXI AT Optional,2016,54000,Petrol,Automatic,325000.0,10,Maruti Suzuki,32500.0,5400.0,Non-Luxury
Mercedes-Benz C-Class,Progressive C 220d,2022,57458,Diesel,Automatic,3600000.0,4,Mercedes-Benz,900000.0,14364.5,Non-Luxury
Jeep Compass,1.4 Limited Opt DCT BSVI,2021,29000,Petrol,Automatic,1449000.0,5,Jeep,289800.0,5800.0,Non-Luxury
Maruti Suzuki Baleno,1.2 CVT Zeta,2016,72542,Petrol,Automatic,345000.0,10,Maruti Suzuki,34500.0,7254.2,Non-Luxury
MG Astor,Savvy Turbo AT BSVI,2023,17000,Petrol,Automatic,1145000.0,3,MG,381666.67,5666.67,Non-Luxury
Mercedes-Benz S-Class,S 350d BSVI,2022,18699,Diesel,Automatic,9600000.0,4,Mercedes-Benz,2400000.0,4674.75,Luxury
Maruti Suzuki Ciaz,AT ZXi Plus,2016,62000,Petrol,Automatic,425000.0,10,Maruti Suzuki,42500.0,6200.0,Non-Luxury
Maruti Suzuki Baleno,1.2 CVT Zeta,2018,68000,Petrol,Automatic,445000.0,8,Maruti Suzuki,55625.0,8500.0,Non-Luxury
Maruti Suzuki Vitara Brezza,LXI,2022,25000,Petrol,Manual,685000.0,4,Maruti Suzuki,171250.0,6250.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2023,32000,Petrol,Automatic,5650000.0,3,Mercedes-Benz,1883333.33,10666.67,Luxury
Kia Seltos,GTX Plus DCT,2019,55000,Petrol,Automatic,880000.0000000001,7,Kia,125714.29,7857.14,Non-Luxury
Tata Harrier,XT plus 2020-2022,2021,55000,Diesel,Manual,1175000.0,5,Tata,235000.0,11000.0,Non-Luxury
Audi Q3,35 TDI Quattro Premium Plus,2016,75000,Diesel,Automatic,899000.0,10,Audi,89900.0,7500.0,Non-Luxury
Hyundai Venue,SX Plus Turbo DCT,2021,44800,Petrol,Automatic,750000.0,5,Hyundai,150000.0,8960.0,Non-Luxury
Mercedes-Benz S-Class,S 450,2019,62000,Petrol,Automatic,4700000.0,7,Mercedes-Benz,671428.57,8857.14,Non-Luxury
Honda City,i-VTEC CVT V,2017,75238,Petrol,Automatic,448000.00000000006,9,Honda,49777.78,8359.78,Non-Luxury
Honda Amaze 2nd Gen,S,2016,76389,Petrol,Manual,325000.0,10,Honda,32500.0,7638.9,Non-Luxury
BMW X1,sDrive18i M Sport,2025,3000,Petrol,Automatic,4990000.0,1,BMW,4990000.0,3000.0,Non-Luxury
Toyota Innova Crysta,2.7 ZX 7 STR AT,2022,29260,Petrol,Automatic,1886000.0,4,Toyota,471500.0,7315.0,Non-Luxury
Nissan Terrano,XL,2016,67000,Petrol,Manual,370000.0,10,Nissan,37000.0,6700.0,Non-Luxury
BMW i5,M60 xDrive,2024,12863,Electric,Automatic,8000000.0,2,BMW,4000000.0,6431.5,Luxury
Jeep Compass,2.0 Longitude Option BSIV,2018,85000,Diesel,Manual,750000.0,8,Jeep,93750.0,10625.0,Non-Luxury
Volvo XC60,D4 Momentum,2017,75000,Diesel,Automatic,1150000.0,9,Volvo,127777.78,8333.33,Non-Luxury
Mahindra XUV500,AT W10 FWD,2017,66000,Diesel,Automatic,675000.0,9,Mahindra,75000.0,7333.33,Non-Luxury
BMW 6 Series,GT 630i M Sport BSVI,2023,18400,Petrol,Automatic,5700000.0,3,BMW,1900000.0,6133.33,Luxury
Honda Jazz,1.2 V AT i VTEC,2015,72000,Petrol,Automatic,325000.0,11,Honda,29545.45,6545.45,Non-Luxury
Toyota Fortuner,4X2 Diesel BSVI,2021,82000,Diesel,Manual,2950000.0,5,Toyota,590000.0,16400.0,Non-Luxury
Hyundai i20,Petrol Asta,2019,62000,Petrol,Manual,550000.0,7,Hyundai,78571.43,8857.14,Non-Luxury
BMW 5 Series,530i M Sport,2021,33000,Petrol,Automatic,4300000.0,5,BMW,860000.0,6600.0,Non-Luxury
Mercedes-Benz GLC,Progressive 300,2017,18000,Petrol,Automatic,2500000.0,9,Mercedes-Benz,277777.78,2000.0,Non-Luxury
Hyundai Grand i10 Nios,Sportz CNG,2022,46000,CNG,Manual,570000.0,4,Hyundai,142500.0,11500.0,Non-Luxury
Maruti Suzuki Grand Vitara,Alpha,2024,32000,Petrol,Manual,1350000.0,2,Maruti Suzuki,675000.0,16000.0,Non-Luxury
BMW 3 Series Long Wheelbase,320Ld M Sport,2025,12942,Diesel,Automatic,5000000.0,1,BMW,5000000.0,12942.0,Luxury
BMW 6 Series,GT,2018,58000,Petrol,Automatic,2600000.0,8,BMW,325000.0,7250.0,Non-Luxury
Hyundai Grand i10,1.2 Kappa Sportz BSIV,2018,69600,Petrol,Manual,378000.0,8,Hyundai,47250.0,8700.0,Non-Luxury
Mercedes-Benz S-Class,S450 4Matic BSVI,2022,20000,Petrol,Automatic,11000000.0,4,Mercedes-Benz,2750000.0,5000.0,Luxury
BMW i7,eDrive50 M Sport,2025,2621,Electric,Automatic,14500000.0,1,BMW,14500000.0,2621.0,Luxury
Maruti Suzuki Ciaz,1.4 Sigma,2017,54982,Petrol,Manual,355000.0,9,Maruti Suzuki,39444.44,6109.11,Non-Luxury
Toyota Fortuner,4X2 Diesel AT,2024,90000,Diesel,Automatic,3600000.0,2,Toyota,1800000.0,45000.0,Non-Luxury
Kia Sonet,HTX Diesel BSVI,2021,99945,Diesel,Manual,624000.0,5,Kia,124800.0,19989.0,Non-Luxury
Mercedes-Benz E-Class,Exclusive E 200 BSVI,2022,13800,Petrol,Automatic,5000000.0,4,Mercedes-Benz,1250000.0,3450.0,Luxury
Mercedes-Benz GLC,220d,2025,6000,Diesel,Automatic,6790000.000000001,1,Mercedes-Benz,6790000.0,6000.0,Luxury
Ford Ecosport,1.5 Diesel Titanium BSIV,2020,78000,Diesel,Manual,695000.0,6,Ford,115833.33,13000.0,Non-Luxury
Mahindra XUV500,AT W10 FWD,2017,100000,Diesel,Automatic,599000.0,9,Mahindra,66555.56,11111.11,Non-Luxury
BMW 6 Series,GT 630i M Sport,2024,20582,Petrol,Automatic,6000000.0,2,BMW,3000000.0,10291.0,Luxury
Honda City,i-VTEC CVT V,2019,100671,Petrol,Automatic,554000.0,7,Honda,79142.86,14381.57,Non-Luxury
Mahindra XUV700,AX5 5Str,2024,13000,Petrol,Manual,1399000.0,2,Mahindra,699500.0,6500.0,Non-Luxury
Maruti Suzuki Swift,VXI 2018,2018,52000,Petrol,Manual,470000.0,8,Maruti Suzuki,58750.0,6500.0,Non-Luxury
BMW 3 Series Long Wheelbase,330Li M Sport First Edition,2023,14000,Petrol,Automatic,4200000.0,3,BMW,1400000.0,4666.67,Non-Luxury
Hyundai Verna,SX Plus iVT,2025,36000,Petrol,Automatic,1425000.0,1,Hyundai,1425000.0,36000.0,Non-Luxury
Hyundai Verna,SX IVT,2025,36000,Petrol,Automatic,1425000.0,1,Hyundai,1425000.0,36000.0,Non-Luxury
Maruti Suzuki Ertiga,VXi CNG,2023,43000,CNG,Manual,950000.0,3,Maruti Suzuki,316666.67,14333.33,Non-Luxury
BMW X3,xDrive30i M Sport,2022,34768,Petrol,Automatic,4500000.0,4,BMW,1125000.0,8692.0,Non-Luxury
Tata Sierra,Accomplished,2026,100,Petrol,Manual,1798999.9999999998,0,Tata,,,Non-Luxury
Hyundai Verna,1.6 VTVT SX,2015,70000,Petrol,Manual,330000.0,11,Hyundai,30000.0,6363.64,Non-Luxury
Mahindra Scorpio N,Z8 Diesel AT BSVI,2023,25950,Diesel,Automatic,1950000.0,3,Mahindra,650000.0,8650.0,Non-Luxury
BMW X3,xDrive 20 M Sport,2025,7217,Petrol,Automatic,6900000.0,1,BMW,6900000.0,7217.0,Luxury
Toyota Camry,2.5 Hybrid,2024,23000,Petrol,Automatic,3400000.0,2,Toyota,1700000.0,11500.0,Non-Luxury
Maruti Suzuki Swift,LXI BSVI,2021,29000,Petrol,Manual,500000.0,5,Maruti Suzuki,100000.0,5800.0,Non-Luxury
Hyundai Exter,SX Opt AMT,2024,28000,Petrol,Automatic,775000.0,2,Hyundai,387500.0,14000.0,Non-Luxury
Mercedes-Benz GLC,300,2026,19174,Petrol,Automatic,6500000.0,0,Mercedes-Benz,,,Luxury
Maruti Suzuki Wagon R,LXI CNG,2015,71000,CNG,Manual,210000.0,11,Maruti Suzuki,19090.91,6454.55,Non-Luxury
Tata Tiago,1.2 Revotron XTA,2019,59000,Petrol,Automatic,399000.0,7,Tata,57000.0,8428.57,Non-Luxury
Maruti Suzuki Ignis,1.2 AMT Delta BSIV,2018,85000,Petrol,Automatic,398000.0,8,Maruti Suzuki,49750.0,10625.0,Non-Luxury
BMW 5 Series,530i M Sport BSVI,2022,41814,Petrol,Automatic,4750000.0,4,BMW,1187500.0,10453.5,Non-Luxury
Maruti Suzuki Vitara Brezza,LDi Option,2017,64000,Diesel,Manual,390000.0,9,Maruti Suzuki,43333.33,7111.11,Non-Luxury
Maruti Suzuki Celerio,VXI CNG BSVI,2022,40000,CNG,Manual,465000.00000000006,4,Maruti Suzuki,116250.0,10000.0,Non-Luxury
Mahindra Scorpio N,Z8L 6 Str BSVI,2022,42000,Petrol,Manual,1568000.0,4,Mahindra,392000.0,10500.0,Non-Luxury
Land Rover Range Rover Evoque,2.0 R-Dynamic SE diesel 2020-2021,2021,40094,Diesel,Automatic,4200000.0,5,Land Rover,840000.0,8018.8,Non-Luxury
Maruti Suzuki Swift,VXi Opt,2025,9500,Petrol,Manual,700000.0,1,Maruti Suzuki,700000.0,9500.0,Non-Luxury
Maruti Suzuki Swift,LXI,2023,15000,Petrol,Manual,530000.0,3,Maruti Suzuki,176666.67,5000.0,Non-Luxury
Maruti Suzuki Brezza,VXi BSVI,2022,43000,Petrol,Manual,750000.0,4,Maruti Suzuki,187500.0,10750.0,Non-Luxury
Toyota Camry,Hybrid,2016,96585,Petrol,Automatic,1050000.0,10,Toyota,105000.0,9658.5,Non-Luxury
Honda City,ZX MT,2023,8587,Petrol,Manual,1052000.0,3,Honda,350666.67,2862.33,Non-Luxury
Mahindra Thar,LX Hard Top AT RWD,2024,20000,Petrol,Automatic,1249000.0,2,Mahindra,624500.0,10000.0,Non-Luxury
Hyundai Elantra,VTVT SX Option AT,2020,64000,Petrol,Automatic,1075000.0,6,Hyundai,179166.67,10666.67,Non-Luxury
Maruti Suzuki Baleno,Sigma,2021,69000,Petrol,Manual,485000.0,5,Maruti Suzuki,97000.0,13800.0,Non-Luxury
Kia Syros,HTK Opt Diesel,2025,6000,Diesel,Manual,1080000.0,1,Kia,1080000.0,6000.0,Non-Luxury
Mercedes-Benz E-Class,E 200 CGI,2016,53000,Petrol,Automatic,1645000.0,10,Mercedes-Benz,164500.0,5300.0,Non-Luxury
Honda Amaze,S i-VTEC,2017,32000,Petrol,Manual,375000.0,9,Honda,41666.67,3555.56,Non-Luxury
Mercedes-Benz CLE Cabriolet,300 4Matic AMG Line,2026,428,Petrol,Automatic,11000000.0,0,Mercedes-Benz,,,Luxury
Maruti Suzuki Victoris,VXI CNG,2025,2500,CNG,Manual,1395000.0,1,Maruti Suzuki,1395000.0,2500.0,Non-Luxury
Mercedes-Benz CLA,200 CGI Sport,2016,34000,Petrol,Automatic,1650000.0,10,Mercedes-Benz,165000.0,3400.0,Non-Luxury
Honda City,ZX MT,2023,9698,Petrol,Manual,1052000.0,3,Honda,350666.67,3232.67,Non-Luxury
Audi A3 cabriolet,1.4 TFSI,2020,42174,Petrol,Automatic,5000000.0,6,Audi,833333.33,7029.0,Luxury
Kia Carens,Luxury Turbo 2022-2023,2022,42000,Petrol,Manual,1135000.0,4,Kia,283750.0,10500.0,Non-Luxury
Maruti Suzuki Brezza,Vxi,2023,57000,Petrol,Manual,875000.0,3,Maruti Suzuki,291666.67,19000.0,Non-Luxury
Maruti Suzuki Brezza,Zxi Plus AT BSVI,2022,35000,Petrol,Automatic,985000.0,4,Maruti Suzuki,246250.0,8750.0,Non-Luxury
Tata Punch,Adventure BSVI,2023,27418,Petrol,Manual,501000.0,3,Tata,167000.0,9139.33,Non-Luxury
Maruti Suzuki Wagon R,VXI BS IV,2015,72000,Petrol,Manual,245000.00000000003,11,Maruti Suzuki,22272.73,6545.45,Non-Luxury
Honda Jazz,1.2 V i VTEC,2015,78000,Petrol,Manual,275000.0,11,Honda,25000.0,7090.91,Non-Luxury
